Episode;SurvivalTime;TotalReward 
25;15.1;7.10
50;17.9;13.20
75;30.0;16.58
100;30.4;17.98
125;30.2;17.28
150;28.4;7.98
175;26.8;8.60
200;15.9;4.62
225;23.3;4.20
250;16.4;3.94
275;17.9;4.72
300;17.3;4.68
325;18.8;4.04
350;25.7;4.38
375;18.9;7.04
400;15.7;5.32
425;24.9;5.02
450;23.7;4.98
475;22.0;4.92
500;19.9;4.12
525;14.1;4.48
550;20.4;4.12
575;19.0;4.04
600;30.4;12.20
625;27.3;14.36
650;28.2;5.22
675;30.3;17.36
700;30.2;18.46
725;28.0;16.48
750;26.2;17.80
775;30.1;27.18
800;22.6;10.44
