Episode;SurvivalTime;TotalReward 
25;13.1;-1.60
50;26.5;5.12
75;27.3;4.34
100;20.9;7.14
125;23.9;5.48
150;30.2;5.26
175;23.2;-2.84
200;29.1;4.54
225;21.5;4.18
250;30.1;14.48
275;30.2;15.20
300;30.1;21.78
325;28.1;16.64
350;23.0;7.44
375;30.3;9.68
400;29.9;17.94
425;27.3;17.14
450;30.2;18.70
475;30.2;28.20
500;30.1;15.66
525;29.1;6.62
550;30.3;6.70
575;28.1;17.66
600;27.7;27.02
625;21.7;17.56
650;27.3;16.44
675;30.2;27.00
700;25.7;16.34
725;23.2;16.24
750;30.2;19.38
775;21.9;16.90
800;30.1;10.40
