Episode;SurvivalTime;TotalReward 
1;30.1;15.34
2;16.3;1.58
3;13.5;0.82
4;18.6;4.76
5;24.0;3.36
6;30.1;5.62
7;25.9;7.72
8;20.7;4.62
9;22.8;1.40
10;30.0;16.20
11;23.4;2.20
12;25.8;4.46
13;22.5;1.42
14;27.2;8.34
15;14.2;0.80
16;24.1;2.58
17;20.5;1.56
18;30.3;1.52
19;16.3;0.88
20;18.3;1.62
21;27.4;1.54
22;28.9;4.46
23;13.7;0.64
24;30.0;12.96
25;30.5;3.98
26;30.1;13.02
27;30.1;18.98
28;30.2;19.12
29;30.4;13.56
30;30.7;23.06
31;30.4;4.44
32;30.6;10.08
33;29.6;7.58
34;29.0;8.46
35;30.1;16.86
36;20.4;4.24
37;30.3;14.42
38;30.1;10.70
39;26.9;5.08
40;20.4;1.16
41;18.1;0.98
42;30.0;8.56
43;22.6;5.84
44;14.0;0.74
45;16.9;1.74
46;28.8;10.68
47;22.7;1.32
48;30.0;12.90
49;30.3;13.76
50;30.7;13.76
51;23.5;1.10
52;26.4;10.58
53;30.0;16.92
54;30.0;13.04
55;30.1;10.84
56;30.1;19.20
57;21.9;1.78
58;27.9;0.60
59;30.1;7.70
60;30.6;13.40
61;29.9;13.92
62;21.4;2.68
63;30.8;11.48
64;30.1;2.34
65;18.7;1.72
66;24.1;5.22
67;21.0;1.14
68;30.4;3.96
69;19.7;2.00
70;18.1;1.72
71;20.6;1.16
72;15.2;1.46
73;22.9;4.28
74;30.1;12.10
75;30.0;12.84
76;30.0;13.84
77;23.4;1.40
78;21.0;1.20
79;16.4;0.94
80;30.1;16.60
81;30.3;11.48
82;30.1;13.22
83;19.4;2.52
84;30.1;16.10
85;30.2;8.98
86;30.3;22.08
87;28.1;1.64
88;30.5;12.32
89;26.2;10.66
90;30.0;11.02
91;30.1;19.94
92;30.2;19.20
93;30.2;15.56
94;28.3;10.74
95;27.5;4.34
96;30.1;13.82
97;23.0;1.38
98;30.0;12.98
99;23.9;7.40
100;26.6;4.62
101;30.0;16.00
102;30.1;19.96
103;30.1;19.80
104;30.0;10.40
105;30.2;16.66
106;30.1;16.78
107;30.1;15.08
108;30.7;16.92
109;30.5;12.16
110;30.0;16.74
111;30.2;19.72
112;30.1;19.68
113;30.1;19.86
114;30.0;15.94
115;30.1;7.00
116;30.4;22.92
117;30.2;19.84
118;23.5;3.50
119;24.5;5.90
120;30.3;19.80
121;30.1;19.60
122;30.0;10.44
123;30.0;18.34
124;30.0;19.84
125;30.6;15.36
126;30.1;12.40
127;30.2;4.42
128;30.1;5.96
129;15.2;-2.00
130;30.0;19.82
131;20.0;4.48
132;28.2;9.28
133;24.9;11.18
134;30.3;19.14
135;27.3;13.76
136;31.1;5.46
137;30.2;18.20
