Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;46.5;0.83;1;8;150;5;5;5;0;23.0;5;5
2;41.3;0.45;1;5;100;8;7;1;0;17.9;3;4
3;31.8;-2.86;1;7;130;3;3;2;1;18.2;4;3
4;56.1;2.85;1;5;100;8;7;0;1;16.4;4;5
5;72.5;8.63;1;9;180;12;11;4;2;21.4;5;5
6;31.1;-3.85;1;5;100;2;2;0;2;18.9;5;3
7;49.1;3.64;1;7;130;9;9;4;2;33.5;4;3
8;30.8;-2.45;1;5;100;6;4;2;1;21.7;6;2
9;57.0;5.84;1;6;120;11;10;3;3;18.5;4;4
10;69.1;11.02;1;8;160;14;14;4;6;37.6;4;7
11;41.3;0.35;1;5;100;7;6;1;1;25.7;3;3
12;60.6;4.75;1;5;100;7;7;3;5;44.0;4;3
13;42.0;0.55;1;5;100;8;7;1;0;28.4;4;4
14;50.6;2.35;1;7;130;8;7;3;1;33.6;3;3
15;37.0;-0.95;1;5;100;6;5;1;1;17.4;4;2
16;43.1;0.65;1;5;100;8;6;3;1;21.7;4;4
17;38.9;-0.55;1;5;100;6;5;0;2;31.0;4;1
18;38.4;1.54;1;7;130;9;9;1;2;14.0;3;3
19;52.0;3.75;1;5;100;10;8;1;3;13.4;4;4
20;68.2;9.45;1;5;100;16;14;2;3;41.4;4;3
21;66.3;8.72;1;9;180;14;12;6;3;40.2;7;6
22;48.3;2.44;1;7;130;7;6;1;4;22.6;5;3
23;37.6;0.14;1;6;120;8;7;1;1;10.2;2;3
24;54.2;3.85;1;5;100;10;9;3;2;46.7;5;3
25;53.0;2.64;1;8;150;8;7;4;0;33.0;4;6
26;77.6;12.73;1;7;140;16;16;5;3;37.7;3;5
27;29.3;-3.15;1;5;100;6;3;1;1;17.8;2;2
28;51.6;4.04;1;6;120;10;9;3;2;17.1;3;2
29;47.0;1.95;1;5;100;8;8;2;0;25.5;3;5
30;37.6;-0.77;1;8;150;6;6;3;0;14.4;3;4
31;45.9;2.04;1;7;130;8;8;2;0;17.3;3;2
32;64.4;9.94;1;7;130;17;16;1;3;26.6;4;7
33;70.6;8.00;1;11;210;11;9;4;2;18.0;6;7
34;49.4;2.15;1;5;100;10;7;1;3;36.8;3;4
35;48.9;4.73;1;8;150;14;10;2;3;14.7;4;5
36;35.7;-0.55;1;5;100;7;6;1;2;21.8;3;2
37;55.0;5.04;1;7;130;12;10;1;3;18.0;4;2
38;39.5;0.45;1;5;100;8;7;1;2;27.1;4;3
39;48.8;2.15;1;5;100;8;7;2;1;31.1;4;4
40;43.7;0.35;1;5;100;6;6;0;1;35.4;2;3
41;26.7;-3.15;1;5;100;5;4;0;1;15.5;4;1
42;22.3;-4.65;1;5;100;4;3;0;2;15.9;3;2
43;42.0;0.75;1;7;130;9;6;1;1;15.8;5;4
44;47.7;1.95;1;5;100;10;7;0;1;38.8;6;4
45;41.6;0.94;1;7;130;8;7;1;0;14.8;6;3
46;45.3;3.55;1;7;130;12;10;1;2;14.1;4;5
47;38.2;0.55;1;5;100;8;8;1;0;24.5;5;3
48;40.3;0.64;1;7;130;8;7;3;0;26.8;6;3
49;38.5;-0.15;1;5;100;8;5;0;5;22.3;3;2
50;53.8;4.75;1;5;100;13;10;0;2;25.8;2;4
51;44.9;2.65;1;5;100;11;9;0;2;18.2;3;4
52;70.4;9.23;1;7;140;14;12;2;4;34.1;4;3
53;42.4;0.45;1;5;100;6;6;2;3;31.0;4;2
54;52.5;5.15;1;5;100;12;11;1;2;22.8;3;2
55;53.4;4.53;1;7;140;10;9;4;2;15.7;4;5
56;65.3;10.75;1;5;100;17;17;1;4;21.7;3;3
57;51.7;3.32;1;8;160;8;8;3;1;32.1;4;2
58;74.5;10.14;1;7;130;14;13;2;3;55.3;6;5
59;44.6;1.35;1;5;100;8;7;0;2;19.0;3;3
60;53.7;3.34;1;7;130;8;8;2;0;15.7;5;2
61;58.0;6.54;1;7;130;12;12;2;2;31.2;4;5
62;36.4;-0.15;1;5;100;8;7;1;1;24.9;5;3
63;30.7;-1.57;1;7;130;8;6;2;0;14.4;6;2
64;109.1;24.33;1;7;140;27;27;2;8;15.0;3;7
65;84.0;12.92;1;8;160;17;16;5;5;36.7;7;3
66;61.1;4.92;1;8;160;8;8;5;0;33.0;3;6
67;84.0;14.03;1;8;150;17;16;7;4;20.6;6;6
68;54.3;6.01;1;9;180;12;11;5;2;19.6;4;3
69;54.9;5.45;1;7;130;11;11;1;4;16.0;4;1
70;74.0;10.34;1;6;120;14;14;1;5;16.4;4;3
