Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
357;48.4;4.25;1;5;100;11;11;1;2;32.2;4;1
358;120.1;31.41;0;9;180;20;17;5;5;31.7;7;13
359;34.2;0.05;1;5;100;8;8;0;2;18.8;5;3
360;52.9;6.75;1;5;100;13;13;0;4;26.7;5;2
361;32.3;1.15;1;5;100;12;10;1;2;15.0;5;1
362;41.5;2.55;1;5;100;10;10;1;1;19.3;4;2
363;49.9;4.05;1;5;100;11;10;1;1;21.3;4;5
364;48.4;4.42;1;8;160;11;10;3;1;14.3;4;5
365;45.9;2.02;1;8;160;8;7;2;1;13.5;7;5
366;120.0;37.73;0;7;140;29;28;4;8;47.9;5;7
367;48.1;3.65;1;5;100;11;10;2;1;25.8;3;2
368;46.2;3.65;1;7;130;11;10;1;2;15.9;5;3
369;42.9;5.05;1;5;100;14;14;1;2;21.9;3;3
370;77.5;7.13;1;7;140;8;6;3;1;21.9;3;6
371;77.8;11.29;1;11;220;14;12;5;2;14.4;7;9
372;35.9;1.85;1;5;100;12;10;1;2;16.5;4;1
373;54.5;6.15;1;5;100;12;12;0;4;22.3;4;1
374;41.0;2.05;1;5;100;9;9;2;1;24.0;3;1
375;85.7;11.34;1;7;130;12;11;3;2;26.6;7;6
376;37.1;0.25;1;5;100;9;7;1;2;21.7;3;2
377;46.1;4.44;1;7;130;13;11;2;2;13.5;4;2
378;74.8;9.21;1;10;190;10;10;5;1;12.1;7;2
379;35.1;2.34;1;7;130;11;11;2;1;12.4;5;2
380;49.1;4.33;1;10;190;9;9;3;2;17.2;6;4
381;52.7;4.85;1;5;100;14;10;1;3;30.4;5;3
382;120.0;38.66;0;4;80;32;31;2;10;81.0;3;2
383;84.4;13.00;1;10;200;14;13;5;3;28.3;6;3
384;50.9;6.45;1;5;100;14;14;2;3;39.8;3;1
385;43.0;4.84;1;7;130;13;13;1;3;11.7;4;2
386;39.7;2.85;1;5;100;11;10;0;4;12.7;4;1
387;62.5;9.12;1;8;160;14;14;4;2;30.5;5;5
388;61.7;7.75;1;5;100;14;13;1;3;29.2;5;3
389;25.9;-2.67;1;7;130;6;5;2;0;15.2;6;1
390;62.8;7.14;1;7;130;11;11;2;1;14.7;4;6
391;52.5;6.32;1;8;160;14;12;3;2;16.8;5;3
392;82.4;13.95;1;5;100;17;17;0;5;30.1;3;7
393;84.2;11.92;1;8;160;12;12;4;3;34.8;5;4
394;29.7;1.35;1;5;100;11;11;1;2;17.7;5;1
395;28.4;0.45;1;5;100;10;10;1;2;17.1;5;1
396;47.8;4.45;1;7;130;11;11;2;1;13.9;5;4
397;57.8;7.44;1;6;120;13;12;1;4;28.1;5;3
398;65.1;7.04;1;7;130;11;10;2;2;28.1;5;3
399;53.0;4.72;1;8;160;11;9;2;3;18.6;6;6
400;26.6;-3.35;1;5;100;5;4;0;2;20.2;5;0
401;79.6;12.12;1;8;160;14;14;2;3;15.8;5;6
402;40.1;1.25;1;5;100;10;8;0;2;14.2;4;2
403;41.3;1.55;1;5;100;11;8;0;2;16.9;4;2
404;89.9;18.44;1;6;120;22;22;3;5;33.7;4;1
405;101.7;19.93;1;7;140;23;20;4;6;51.3;5;2
406;41.8;1.25;1;5;100;8;8;2;0;16.1;3;2
407;60.7;9.45;1;5;100;17;17;2;3;31.0;3;2
408;79.1;16.75;1;5;100;23;23;2;5;34.4;5;2
409;120.1;31.30;0;10;200;17;16;6;5;19.6;6;10
410;54.8;5.94;1;6;120;13;11;1;3;14.3;4;2
411;85.9;12.41;1;10;190;14;12;5;3;24.3;6;3
412;76.7;12.04;1;7;130;17;15;4;3;51.1;4;3
413;45.8;3.25;1;5;100;10;10;2;1;27.7;5;1
414;45.4;3.14;1;7;130;11;9;1;2;15.6;3;2
415;56.7;6.74;1;7;130;14;12;2;3;18.7;5;2
416;29.5;-1.35;1;5;100;8;7;0;1;15.0;5;2
417;106.1;16.54;1;7;130;16;14;1;4;20.4;7;12
418;53.5;5.55;1;5;100;13;11;2;2;24.9;6;4
419;106.3;20.74;1;7;130;23;21;2;6;33.6;5;4
420;38.7;1.55;1;5;100;10;9;1;1;21.6;5;2
421;120.0;26.74;0;6;120;11;10;2;2;15.0;7;11
422;40.9;2.45;1;5;100;11;10;0;2;16.8;5;3
423;120.0;30.33;0;7;140;17;16;3;3;16.6;6;9
424;47.6;5.45;1;5;100;14;13;0;3;15.1;3;1
