Episode;SurvivalTime;TotalReward 
1;30.1;23.40
2;30.1;20.30
3;30.1;19.58
4;30.0;20.46
5;30.1;26.50
6;30.1;20.36
7;30.0;19.58
8;30.1;20.34
9;30.0;23.52
10;30.1;20.32
11;30.1;23.68
12;30.1;23.08
13;30.1;23.40
14;30.1;19.94
15;30.2;19.26
16;30.0;20.24
17;30.1;20.26
18;30.0;23.90
19;30.0;17.10
20;30.1;18.54
21;30.1;23.14
22;30.1;23.40
23;30.1;19.96
24;30.0;23.18
25;30.1;23.40
26;30.1;26.44
27;30.0;26.38
28;30.0;23.50
29;30.2;23.48
30;30.2;19.56
31;30.1;23.48
32;30.2;20.28
33;30.0;23.72
34;30.0;20.30
35;30.0;20.28
36;30.0;23.68
37;30.0;19.58
38;30.1;23.74
39;30.1;23.52
40;30.1;19.58
41;30.0;20.46
42;30.1;23.70
43;30.1;23.70
44;30.1;20.26
45;30.1;23.40
46;30.1;20.52
47;30.1;20.28
48;30.0;20.28
49;30.0;20.30
50;30.1;23.50
51;30.1;23.50
52;30.0;19.56
53;30.1;26.52
54;30.1;23.70
55;30.0;20.46
56;30.1;23.50
57;30.0;23.54
58;30.0;20.30
59;30.1;20.48
60;30.0;26.52
61;30.1;20.24
62;30.0;20.22
63;30.0;19.88
64;30.0;20.20
65;30.1;20.24
66;30.1;20.24
67;30.1;23.72
68;30.0;20.28
69;30.1;20.30
70;30.1;20.30
71;30.1;20.32
72;30.0;19.56
73;30.1;19.58
74;30.0;20.30
75;30.1;20.34
76;30.1;20.30
77;30.0;20.34
78;30.1;20.16
79;30.1;20.32
80;30.0;20.32
81;30.1;20.30
82;30.1;19.56
83;30.1;23.50
84;30.1;20.26
85;30.1;19.58
86;30.1;20.28
87;30.1;23.46
88;30.1;23.52
89;30.1;20.28
90;30.0;20.10
91;30.1;23.54
92;30.1;20.28
93;30.0;20.30
94;30.1;20.24
95;30.0;19.62
96;30.1;20.22
97;30.1;20.28
98;30.1;20.30
99;30.1;20.24
100;30.2;20.28
101;30.0;20.26
102;30.1;20.26
103;30.0;19.54
104;30.0;20.28
105;30.1;23.50
106;30.1;23.72
107;30.1;20.24
108;30.1;23.52
109;30.1;20.28
110;30.0;20.28
111;30.0;20.32
112;30.1;20.18
113;30.1;23.24
114;30.1;20.26
115;30.0;20.12
116;30.0;20.26
117;30.1;20.30
118;30.0;20.52
119;30.1;20.28
120;30.1;20.24
121;30.1;18.88
122;30.0;20.32
123;30.0;20.28
124;30.0;20.26
125;30.0;20.26
126;30.1;20.26
127;30.1;18.88
128;30.1;23.56
129;30.0;20.24
130;30.1;20.30
131;30.1;20.32
132;30.0;23.50
133;30.1;20.30
134;30.0;23.52
135;30.0;20.24
136;30.0;20.46
137;30.1;20.30
138;30.1;23.68
139;30.1;20.22
140;30.1;19.54
141;30.1;20.24
142;30.2;23.52
143;30.1;26.50
144;30.2;20.30
145;30.0;20.16
146;30.1;20.32
147;30.1;20.28
148;30.1;20.34
149;30.0;23.70
150;30.1;23.46
151;30.1;20.26
152;30.0;20.34
153;30.0;20.30
154;30.1;20.32
155;30.1;20.32
156;30.0;20.30
157;30.0;20.28
158;30.0;19.58
159;30.1;20.28
160;30.1;23.48
161;30.0;20.28
162;30.1;23.64
163;30.1;19.76
164;30.0;23.08
165;30.0;20.22
166;30.1;20.42
167;30.0;20.22
168;30.1;19.52
169;30.0;19.54
170;30.1;23.48
171;30.2;20.30
172;30.1;23.72
173;30.1;23.94
174;30.1;20.24
175;30.1;20.42
176;30.0;20.32
177;30.1;20.30
178;30.0;23.48
179;30.2;23.50
180;30.2;20.48
181;30.2;20.26
182;30.1;26.50
183;30.1;23.48
184;30.0;20.30
185;30.1;20.30
186;30.0;20.26
187;30.1;20.30
188;30.1;20.26
189;30.0;23.50
190;30.1;23.88
191;30.1;23.72
192;30.0;20.88
193;30.0;26.48
194;30.1;23.70
195;30.1;23.44
196;30.1;20.32
197;30.0;26.70
198;30.1;20.26
199;30.1;26.50
200;30.1;20.26
201;30.1;23.72
202;30.1;23.52
203;30.0;20.30
204;30.3;23.30
205;30.1;26.50
206;30.0;20.32
207;30.1;20.32
208;30.1;20.30
209;30.1;20.26
210;30.1;20.50
211;30.0;26.50
212;30.0;26.68
213;30.0;20.28
214;30.0;23.52
215;30.1;23.38
216;30.0;20.26
217;30.1;23.48
218;30.0;26.52
219;30.0;20.24
220;30.1;26.44
221;30.0;20.26
