Episode;SurvivalTime;TotalReward 
1;20.4;10.70
2;16.1;1.58
3;15.2;3.70
4;23.3;4.04
5;18.1;4.68
6;16.1;6.90
7;14.7;3.60
8;21.7;11.70
9;20.2;1.62
10;20.0;13.98
11;23.9;1.00
12;13.7;2.08
13;11.4;0.62
14;24.3;7.56
15;17.4;1.72
16;14.3;0.78
17;14.2;4.50
18;17.2;0.96
19;21.6;5.64
20;19.4;3.98
21;20.5;1.88
22;21.3;4.20
23;14.0;0.74
24;20.5;10.90
25;20.3;4.06
26;20.9;13.24
27;18.2;4.82
28;14.0;0.76
29;15.0;0.80
30;19.0;8.44
31;18.2;4.68
32;16.4;1.40
33;20.0;5.06
34;23.0;5.12
35;15.6;0.86
36;21.5;14.70
37;16.0;0.82
38;16.3;1.58
39;13.0;0.76
40;25.4;4.36
41;25.0;1.32
42;18.8;1.04
43;30.0;4.20
44;18.6;4.10
45;14.1;2.14
46;19.2;1.74
47;13.4;2.22
48;18.8;0.96
49;18.5;1.70
50;21.0;4.20
51;21.3;1.22
52;24.0;11.12
53;19.0;10.96
54;21.7;1.26
55;30.1;22.06
56;20.6;13.20
57;22.9;13.90
58;17.5;10.06
59;29.1;21.34
60;20.7;10.94
61;19.2;4.06
62;19.5;10.24
63;24.7;17.36
64;23.4;4.02
65;16.8;6.96
66;29.1;22.60
67;16.4;0.60
68;24.6;11.12
69;25.3;4.88
70;15.7;1.52
71;18.2;8.42
72;22.8;5.04
73;19.6;1.80
74;22.8;4.24
75;18.3;3.92
76;16.1;1.56
77;28.6;10.78
78;20.3;1.58
79;18.9;10.18
80;30.7;15.80
81;12.2;3.72
82;24.8;1.16
83;18.2;0.82
84;14.0;0.82
85;17.8;2.40
86;19.5;0.88
87;28.6;4.66
88;25.1;1.40
89;26.0;4.46
90;19.2;1.14
91;16.4;1.56
92;23.6;20.34
93;21.4;4.24
94;25.7;19.62
95;20.9;4.58
96;29.5;17.52
97;10.7;1.24
98;17.4;3.96
99;22.0;10.28
100;16.3;0.86
101;24.3;1.68
102;29.5;3.18
103;20.7;1.90
104;24.5;4.30
105;23.7;13.48
106;22.3;13.38
107;23.4;4.30
108;18.6;1.04
109;24.7;10.52
110;28.5;2.94
111;22.1;8.00
112;20.3;5.02
113;21.7;1.16
114;16.4;2.38
115;18.8;0.98
116;30.9;1.78
117;20.5;10.28
118;19.7;11.02
119;23.1;20.28
120;29.2;21.44
121;22.0;14.10
122;29.1;4.66
123;20.1;10.88
124;30.1;6.08
125;20.3;7.82
126;29.3;4.62
127;30.9;11.40
128;18.4;1.70
129;25.5;20.14
130;21.1;5.54
131;19.9;7.92
132;19.6;10.14
133;30.3;15.32
134;19.7;1.82
135;17.9;1.76
136;18.6;1.72
137;20.0;1.12
138;27.6;20.48
139;19.3;5.20
140;22.6;11.08
141;20.3;4.54
142;21.6;8.66
143;28.7;8.34
144;23.7;17.06
145;15.3;3.76
146;16.9;3.90
147;19.3;13.08
148;23.9;4.94
149;19.9;4.12
150;26.2;7.34
151;22.2;4.86
152;27.9;8.28
153;30.0;6.54
154;27.2;14.26
155;19.3;10.72
156;21.8;7.24
157;18.3;7.72
158;30.1;16.34
159;27.2;3.76
160;19.1;5.42
161;28.0;15.82
162;22.8;4.30
163;13.7;1.46
164;22.5;14.02
165;20.4;0.82
166;28.6;19.90
167;30.0;27.62
168;29.9;22.96
169;30.2;12.36
170;30.6;13.56
171;30.7;18.10
172;21.9;10.14
173;19.7;1.16
174;21.9;1.76
175;27.7;16.60
176;21.9;13.98
177;22.9;16.34
178;30.3;24.28
179;20.4;7.68
180;22.2;16.38
181;30.4;17.58
182;30.2;17.30
183;30.4;15.28
184;21.2;13.22
185;19.4;7.00
186;30.5;14.66
187;30.2;7.88
188;20.9;7.20
189;24.2;7.30
190;18.8;4.78
191;26.0;7.46
192;13.7;4.52
193;19.1;7.00
194;15.1;3.84
195;24.4;16.46
196;20.2;4.82
197;30.9;18.76
198;29.3;16.42
199;19.0;4.72
200;20.4;13.22
201;30.1;17.62
202;23.7;17.10
203;20.5;7.92
204;25.9;7.84
205;21.6;4.90
206;21.7;7.16
207;16.0;10.72
208;18.4;6.96
209;17.9;7.04
210;26.1;8.18
211;26.1;7.52
212;18.4;4.02
213;15.3;3.82
214;21.6;7.96
215;15.2;3.58
216;28.6;7.74
217;20.5;7.84
218;17.9;7.00
219;15.8;3.88
220;19.2;4.48
221;19.4;7.06
222;26.5;7.42
223;17.4;7.02
224;16.1;7.62
225;17.7;7.64
226;28.4;18.20
227;17.5;4.64
228;25.9;8.20
229;20.7;7.16
230;20.0;13.24
231;28.5;20.34
232;30.1;6.10
233;30.1;19.06
234;25.9;5.06
235;23.4;16.52
236;19.2;4.76
237;30.5;18.24
238;27.2;7.50
239;25.0;15.06
240;30.7;15.26
241;23.5;4.34
242;18.5;14.54
243;22.1;7.26
244;18.7;7.52
245;30.1;9.04
246;28.3;7.62
247;22.7;7.28
248;24.2;4.44
249;20.5;4.14
250;20.7;7.86
251;21.1;4.70
252;23.6;5.04
253;25.4;4.44
254;26.9;5.24
255;22.2;8.72
256;22.9;5.00
257;21.5;4.94
258;23.0;7.22
259;18.1;7.64
260;22.9;14.08
261;23.8;7.38
262;20.6;7.22
263;30.2;18.92
264;22.6;4.90
265;24.0;7.78
266;26.6;17.32
267;20.1;4.86
268;30.1;17.94
269;30.2;15.34
270;30.4;9.14
271;18.9;8.46
272;27.7;4.54
273;26.4;17.38
274;30.2;8.54
275;30.7;6.10
276;19.3;7.82
277;25.4;4.42
278;22.4;14.82
279;23.1;16.34
280;30.1;9.02
281;29.4;17.42
282;18.5;7.72
283;20.6;7.86
284;28.1;7.98
285;18.1;4.78
286;30.1;6.84
287;24.3;4.36
288;21.9;8.70
289;30.0;18.22
290;20.9;4.60
291;30.1;8.10
292;21.4;13.32
293;22.9;11.14
294;25.4;7.82
295;19.7;3.98
296;17.5;6.96
297;16.7;4.30
298;22.2;7.24
299;30.2;18.20
300;30.5;23.00
301;30.1;8.36
302;18.9;7.00
303;30.0;15.26
304;30.1;14.36
305;19.3;13.30
306;20.7;4.60
307;20.0;7.80
308;30.8;16.52
309;30.8;5.86
310;20.5;13.24
311;23.7;13.46
312;28.3;15.18
313;23.3;10.24
314;28.5;17.78
315;28.4;17.98
316;30.2;22.26
317;27.7;16.50
318;30.2;25.60
319;30.2;25.60
320;30.1;19.50
321;30.0;18.70
322;25.6;17.22
323;30.2;25.70
324;30.0;28.58
325;30.1;31.90
326;28.2;16.60
327;30.2;16.64
328;30.2;19.62
329;30.1;28.72
330;30.1;28.64
331;30.1;19.10
332;28.6;18.10
333;30.1;28.68
334;30.1;19.58
335;30.0;19.54
336;30.0;25.02
337;30.1;20.60
338;30.5;17.50
339;30.1;21.30
340;28.1;17.22
341;27.5;16.56
342;30.0;18.16
343;29.7;17.46
344;28.3;17.34
345;29.7;17.48
346;30.1;18.82
347;26.4;17.20
348;30.1;18.88
349;25.6;16.50
350;30.0;28.66
351;21.9;16.28
352;30.0;18.10
353;30.1;19.66
354;30.6;17.48
355;30.0;24.38
356;25.9;16.60
357;23.7;16.32
358;30.1;17.48
359;30.1;19.62
360;22.4;13.30
361;28.4;18.86
362;30.0;5.74
363;27.8;17.22
364;29.0;4.64
365;30.1;26.68
366;27.8;7.98
367;20.4;3.88
368;29.1;6.18
369;30.0;18.98
370;27.1;13.70
371;29.8;24.36
372;30.2;28.88
373;25.3;8.22
374;28.7;5.36
375;30.0;16.64
376;29.4;14.30
377;29.7;26.62
378;27.2;15.06
379;30.2;15.80
380;22.3;7.96
381;22.3;4.98
382;30.1;19.86
383;23.3;4.34
384;19.8;3.92
385;25.0;8.26
386;30.6;18.58
387;30.4;9.12
388;25.7;13.52
389;23.3;14.04
390;30.0;12.14
391;30.1;7.58
392;30.1;25.88
393;30.2;15.30
394;19.8;4.60
395;29.5;7.70
396;28.5;19.62
397;30.1;16.68
398;22.0;7.66
399;19.3;5.38
400;22.5;4.18
401;30.1;10.58
402;30.1;8.46
403;30.1;6.60
404;16.6;8.38
405;21.8;4.24
406;23.4;11.00
407;30.0;7.40
408;20.8;7.84
409;24.0;11.16
410;25.9;17.32
411;28.7;4.62
412;21.7;4.24
413;24.5;8.08
414;25.3;4.38
415;17.9;4.64
416;22.1;14.84
417;29.8;10.68
418;27.5;18.02
419;21.9;13.28
420;28.9;16.68
421;30.1;28.68
422;29.6;16.72
423;30.1;19.52
424;30.6;28.04
425;23.0;17.04
426;30.5;26.52
427;30.1;19.56
428;30.1;18.44
429;26.4;24.06
430;30.2;16.58
431;30.1;18.94
432;30.0;18.92
433;30.2;18.60
434;30.1;28.70
435;30.1;28.74
436;30.1;19.68
437;30.1;27.30
438;30.1;19.60
439;30.1;28.64
440;30.0;18.88
441;23.0;20.24
442;30.3;15.96
443;21.7;10.92
444;21.7;13.88
445;20.3;10.12
446;30.1;22.82
447;24.0;11.06
448;24.8;13.34
449;27.3;10.56
450;29.7;21.28
451;30.1;18.90
452;30.1;18.86
453;30.1;19.62
454;30.2;26.48
455;30.6;28.10
456;30.7;27.22
457;29.1;18.06
458;30.1;16.24
459;30.1;19.60
460;30.5;27.26
461;30.6;18.18
462;30.6;27.06
463;30.4;28.00
464;30.9;27.38
465;30.2;24.30
466;23.9;7.72
467;27.4;16.58
468;30.1;9.14
469;27.9;14.52
470;30.0;21.72
471;30.3;19.00
472;20.2;5.36
473;27.2;7.46
474;30.1;9.56
475;25.9;14.82
476;25.5;14.32
477;30.2;7.36
478;17.4;4.84
479;20.7;13.16
480;30.0;22.70
481;21.5;10.22
482;27.5;13.64
483;20.4;4.88
484;30.2;10.10
485;30.1;8.82
486;23.2;5.70
487;22.7;4.90
488;30.1;34.24
489;27.3;16.62
490;26.2;17.36
491;25.7;14.76
492;26.3;7.28
493;19.4;8.50
494;27.2;18.04
495;30.4;27.38
496;22.1;5.46
497;28.9;14.48
498;24.9;7.42
499;21.2;3.90
500;21.3;7.14
501;30.2;17.66
502;21.4;7.12
503;18.4;13.26
504;21.5;7.18
505;17.0;7.66
506;17.3;5.46
507;29.6;13.70
508;20.4;14.02
509;30.9;30.46
510;24.5;4.38
511;24.1;17.92
512;26.6;7.92
513;30.1;10.56
514;22.4;13.42
515;25.7;14.26
516;30.6;25.90
517;30.5;37.78
518;30.5;10.62
519;23.2;14.22
520;28.1;5.10
521;20.6;7.82
522;22.0;7.76
523;20.1;4.78
524;30.1;8.46
525;15.4;5.06
526;25.0;21.10
527;19.8;7.16
528;30.0;6.60
529;30.0;5.38
530;30.1;9.14
531;21.5;5.00
532;30.3;6.52
533;30.2;14.66
534;22.8;8.10
535;26.7;7.26
536;21.3;10.90
537;26.7;16.64
538;29.6;20.68
539;26.0;8.20
540;22.8;8.02
541;23.4;4.98
542;28.4;14.46
543;30.0;16.72
544;25.5;4.56
545;30.0;8.48
546;30.1;25.86
547;27.1;8.38
548;26.4;7.46
549;18.7;4.64
550;25.2;11.20
551;21.7;3.96
552;28.1;14.26
553;26.9;5.00
554;22.3;7.94
555;30.1;10.26
556;29.9;26.02
557;17.8;7.64
558;30.0;17.16
559;30.0;7.68
560;24.5;8.62
561;22.4;7.26
562;27.4;16.72
563;27.6;5.84
564;21.4;17.04
565;28.1;23.52
566;24.5;8.22
567;27.1;20.16
568;27.1;17.08
569;27.4;15.04
570;23.0;16.44
571;24.6;5.84
572;18.5;5.54
573;23.7;5.82
574;20.2;8.52
575;30.6;16.00
576;23.1;16.40
577;24.4;13.38
578;29.1;8.34
579;25.7;3.46
580;30.2;9.80
581;25.3;5.52
582;30.1;6.08
583;20.3;4.84
584;19.6;7.74
585;20.8;4.18
586;19.4;4.84
587;25.3;17.96
588;30.1;13.40
589;27.7;14.34
590;24.6;14.22
591;30.1;6.56
592;21.2;7.16
593;28.8;18.64
594;20.5;4.16
595;30.0;9.10
596;27.9;22.96
597;30.0;7.56
598;30.2;9.18
599;30.1;28.00
600;26.7;17.44
601;30.2;19.00
602;30.3;8.08
603;22.0;4.24
604;26.5;7.20
605;22.4;4.30
606;30.0;19.42
607;23.2;4.26
608;26.8;18.08
609;26.0;18.62
610;17.3;7.00
611;30.0;15.24
612;27.4;8.78
613;17.3;4.70
614;27.6;18.08
615;27.3;17.12
616;30.1;17.68
617;22.5;7.96
618;19.7;7.90
619;30.4;19.74
620;25.3;17.24
621;23.9;8.08
622;23.7;14.20
623;30.1;5.30
624;23.5;14.94
625;26.7;16.68
626;28.7;18.16
627;30.1;18.28
628;29.9;7.76
629;21.5;4.90
630;30.1;15.12
631;30.0;4.76
632;29.0;21.18
633;23.3;5.08
634;30.1;9.58
635;30.0;8.36
636;20.6;4.90
637;24.1;18.54
638;28.6;14.50
639;18.8;7.76
640;19.8;5.54
641;21.6;7.84
642;23.8;4.28
643;22.1;7.88
644;22.8;4.02
645;21.0;14.72
646;30.4;11.88
647;20.2;4.02
648;21.8;4.00
649;21.5;4.22
650;28.4;17.38
651;30.4;17.40
652;27.4;17.20
653;30.6;30.46
654;16.8;4.70
655;30.5;15.08
656;18.6;8.44
657;30.2;15.04
658;28.0;16.76
659;26.2;17.76
660;26.1;7.44
661;21.8;13.26
662;21.9;14.70
663;25.4;16.48
664;24.1;17.92
665;30.1;18.04
666;30.0;18.20
667;21.8;7.84
668;19.6;14.00
669;20.8;16.96
670;30.1;28.78
671;23.1;4.14
672;30.1;18.22
673;30.1;8.20
674;26.5;4.44
675;19.1;13.22
676;30.5;18.90
677;22.2;8.70
678;19.4;5.46
679;29.1;7.08
680;26.9;13.54
681;19.8;3.84
682;30.0;18.86
683;23.3;7.98
684;15.5;5.26
685;24.5;7.26
686;24.1;4.34
687;23.7;5.76
688;25.6;14.32
689;30.1;26.64
690;16.8;4.38
691;30.1;24.26
692;30.3;31.18
693;27.5;13.62
694;30.1;17.60
695;24.4;16.54
696;30.1;8.94
697;28.4;17.24
698;20.6;8.32
699;25.7;5.32
700;27.6;3.98
701;21.9;8.60
702;20.1;7.16
703;15.5;3.72
704;30.2;25.94
705;21.8;7.78
706;29.8;14.24
707;15.9;4.56
708;22.9;7.90
709;14.7;5.20
710;16.0;3.64
711;23.7;4.94
712;23.3;10.96
713;30.1;28.60
714;23.6;16.38
715;30.1;20.36
716;30.4;28.66
717;30.0;28.70
718;30.2;18.16
719;30.0;19.60
720;30.2;18.18
721;30.1;28.00
722;30.3;34.04
723;30.1;18.16
724;30.1;17.38
725;30.1;19.34
726;30.5;28.00
727;30.1;27.24
728;30.8;37.88
729;30.1;27.04
730;20.9;8.62
731;24.8;10.40
732;19.1;7.12
733;19.7;7.70
734;30.1;8.04
735;18.6;4.74
736;21.2;7.16
737;18.5;5.16
738;19.5;4.54
739;20.4;5.52
740;27.9;4.58
741;21.3;7.14
742;29.5;4.54
743;30.6;19.66
744;20.8;4.92
745;22.1;4.98
746;23.7;14.88
747;28.5;17.36
748;30.1;15.52
749;20.0;4.16
750;17.7;8.42
751;30.8;34.92
752;20.3;13.96
753;30.1;18.22
754;22.1;14.16
755;20.4;10.86
756;25.0;4.36
757;21.8;7.98
758;30.1;16.70
759;30.1;33.92
760;18.6;4.56
761;30.1;18.20
762;30.0;25.16
763;18.1;4.14
764;30.0;18.16
765;30.1;21.86
766;25.0;17.76
767;21.0;16.28
768;18.6;7.76
769;20.9;5.32
770;30.0;7.02
771;30.6;27.94
772;30.8;23.64
773;30.8;8.82
774;30.1;20.50
775;30.1;14.46
776;24.6;8.08
777;24.6;14.08
778;18.5;8.44
779;22.7;17.08
780;25.2;4.40
781;22.3;7.96
782;20.4;8.58
783;23.1;7.40
784;27.3;17.28
785;29.1;13.82
786;21.4;4.18
787;18.9;3.84
788;29.4;17.24
789;26.1;15.02
790;30.1;27.44
791;27.3;8.36
792;30.0;25.16
793;25.8;13.64
794;20.4;4.94
795;30.3;32.02
796;26.8;7.84
797;22.2;7.22
798;15.6;4.68
799;30.2;9.92
800;21.6;7.88
