Episode,SurvivalTime,TotalReward 
25,30,1,7,20
50,16,9,4,16
75,17,1,5,30
100,21,3,7,52
125,25,1,6,84
150,17,2,6,28
175,30,1,6,30
200,27,1,8,00
225,30,0,7,24
250,28,2,8,14
275,23,0,5,74
300,28,2,7,12
325,25,9,6,92
350,29,5,6,64
375,27,4,7,10
400,28,9,7,18
425,26,9,7,06
450,24,0,6,80
475,28,5,8,18
500,20,9,5,56
