Episode,SurvivalTime,TotalReward 
25,28,8,2,48
50,30,1,2,62
75,22,3,2,90
100,25,1,3,20
125,30,1,7,60
150,30,1,6,70
175,30,0,7,62
200,30,1,6,68
225,30,0,7,62
250,30,0,5,66
275,30,1,5,64
300,30,0,7,66
325,30,1,6,64
350,30,1,7,68
375,30,2,6,66
400,30,0,7,66
425,30,1,6,46
450,30,1,6,70
475,30,0,6,68
500,30,0,6,68
