Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups
556;47.8;3.46;1;4;100;6;5;2;1
557;71.4;22.64;1;6;130;14;11;4;5
558;27.9;-6.24;1;4;100;3;2;2;2
559;75.0;22.41;1;5;125;12;11;3;7
560;38.9;5.88;1;6;130;8;6;1;3
561;40.4;3.38;1;4;100;6;5;0;5
562;54.9;-5.72;1;6;150;4;2;5;4
563;64.8;15.94;1;7;175;12;9;4;3
564;50.0;11.78;1;7;160;9;8;4;1
565;78.5;22.36;1;8;180;13;11;5;7
566;67.6;15.77;1;7;175;12;9;6;4
567;25.1;-6.32;1;4;100;4;2;1;1
568;18.6;-6.48;1;4;100;4;2;0;0
569;30.1;-6.14;1;4;100;3;2;0;1
570;66.4;19.00;1;6;150;11;10;3;4
571;42.3;3.17;1;5;125;8;5;2;2
572;45.1;6.74;1;4;100;7;6;2;3
573;59.6;12.78;1;6;130;9;8;4;2
574;77.2;25.66;1;6;130;16;12;4;4
575;48.1;0.17;1;5;125;6;4;5;2
576;33.7;5.93;1;5;125;7;6;2;1
577;55.8;9.21;1;7;155;8;7;3;1
578;34.1;5.75;1;5;125;6;6;1;0
579;31.9;-0.04;1;4;100;5;4;1;0
580;31.4;-8.82;1;4;100;2;1;1;2
581;35.9;-2.88;1;4;100;4;3;1;0
582;41.5;3.48;1;4;100;7;5;0;1
583;63.2;6.66;1;6;130;8;6;6;3
584;51.4;9.70;1;4;100;7;7;2;3
585;39.1;0.18;1;4;100;6;4;0;0
586;20.5;-12.38;1;4;100;3;0;0;0
587;29.6;-3.14;1;4;100;4;3;0;0
588;48.6;-2.14;1;4;100;5;3;0;4
589;20.3;-6.38;1;4;100;4;2;1;1
590;70.6;25.74;1;6;150;16;12;4;6
591;51.2;6.67;1;5;125;7;6;3;4
592;76.3;6.73;1;7;175;12;6;5;3
593;29.7;-9.12;1;4;100;3;1;2;1
594;51.9;11.44;1;9;220;10;8;4;4
595;45.0;-5.60;1;4;100;5;2;2;1
596;41.1;0.24;1;4;100;6;4;0;0
597;27.5;-6.20;1;4;100;4;2;1;1
598;28.0;-9.14;1;4;100;3;1;0;1
599;12.0;-9.68;1;4;100;2;1;0;0
600;15.5;-9.56;1;4;100;3;1;1;0
601;25.7;-5.89;1;6;130;5;2;3;0
602;32.8;0.16;1;4;100;6;4;1;3
603;55.3;9.80;1;4;100;7;7;6;2
604;51.9;9.50;1;6;130;9;7;2;3
605;55.8;9.61;1;5;125;9;7;4;2
606;13.5;-9.62;1;4;100;3;1;1;0
607;40.3;-5.74;1;4;100;3;2;3;2
608;26.8;-6.20;1;4;100;4;2;0;0
609;34.5;3.60;1;4;100;6;5;2;3
610;53.0;3.93;1;5;125;9;5;3;4
611;22.5;-6.34;1;4;100;3;2;1;1
612;45.5;0.64;1;4;100;6;4;4;2
613;109.6;23.28;1;8;190;16;11;3;7
614;34.3;0.00;1;4;100;6;4;0;0
615;53.9;11.98;1;7;160;9;8;2;2
616;66.6;15.59;1;7;175;12;9;4;3
617;58.8;3.28;1;6;150;6;5;6;0
618;31.2;3.06;1;4;100;6;5;0;2
619;40.7;0.17;1;5;125;6;4;3;3
620;40.6;-0.30;1;7;175;6;4;5;0
621;26.0;-6.22;1;4;100;4;2;1;1
622;21.2;-6.40;1;4;100;3;2;0;0
623;32.4;3.14;1;4;100;7;5;3;1
624;52.4;15.70;1;6;130;12;9;2;4
625;37.8;0.32;1;4;100;4;4;3;3
626;24.1;-6.28;1;4;100;3;2;2;0
627;104.2;26.58;1;6;150;15;12;4;9
628;94.5;21.82;1;10;240;18;11;7;8
629;17.1;-9.34;1;4;100;4;1;0;2
630;104.6;31.53;1;9;225;17;14;8;7
631;34.4;-3.22;1;6;130;6;3;1;3
632;17.4;-3.50;1;4;100;5;3;0;1
633;15.4;-6.56;1;4;100;3;2;1;0
634;25.7;-3.22;1;4;100;3;3;1;2
635;52.6;15.42;1;6;150;9;9;4;4
636;37.4;3.10;1;4;100;6;5;1;0
637;40.0;0.38;1;4;100;6;4;3;3
638;39.0;-2.82;1;4;100;5;3;0;1
639;23.0;-6.32;1;4;100;3;2;0;1
640;31.7;-2.86;1;4;100;4;3;0;2
641;60.1;4.18;1;4;100;8;5;5;4
642;25.6;-9.20;1;4;100;2;1;2;2
643;37.5;0.32;1;4;100;5;4;3;2
644;43.9;3.54;1;7;155;9;5;3;2
645;41.3;3.40;1;4;100;8;5;4;1
646;47.6;6.80;1;4;100;7;6;1;6
647;51.6;15.96;1;4;100;9;9;5;2
648;54.3;3.83;1;5;125;6;5;4;5
649;81.7;22.33;1;7;155;12;11;5;5
650;67.1;19.98;1;4;100;12;10;3;8
651;35.8;0.28;1;4;100;5;4;1;3
652;51.8;6.36;1;6;150;10;6;4;2
653;43.0;6.50;1;4;100;7;6;2;4
654;28.1;-0.16;1;4;100;6;4;1;2
655;42.8;3.50;1;4;100;5;5;2;1
656;76.0;19.97;1;7;160;13;10;3;5
657;39.5;0.11;1;5;125;5;4;2;3
658;28.0;-0.16;1;4;100;4;4;3;0
659;38.6;-2.82;1;4;100;5;3;2;0
660;50.5;12.41;1;5;125;9;8;1;2
661;38.8;3.32;1;4;100;7;5;2;1
662;24.9;-3.10;1;4;100;5;3;0;1
663;29.7;-3.12;1;4;100;4;3;0;0
664;53.0;9.76;1;4;100;8;7;0;2
665;58.9;15.82;1;6;150;12;9;3;3
666;38.4;3.36;1;4;100;8;5;2;3
667;87.4;20.21;1;5;125;10;10;8;7
668;66.7;10.49;1;6;130;9;7;6;3
669;14.9;-6.58;1;4;100;4;2;0;1
670;21.3;-3.40;1;4;100;5;3;1;0
671;66.5;15.86;1;6;150;12;9;3;3
672;61.7;9.99;1;7;160;7;7;6;3
673;55.3;9.59;1;5;125;9;7;4;3
674;33.8;-2.82;1;4;100;6;3;2;1
675;30.1;0.08;1;4;100;5;4;2;2
676;29.1;0.04;1;4;100;6;4;1;2
677;43.6;3.70;1;4;100;7;5;3;3
678;67.0;19.08;1;6;150;13;10;6;4
679;27.9;-3.20;1;4;100;6;3;2;0
680;42.8;0.50;1;4;100;6;4;3;2
681;28.4;-3.16;1;4;100;4;3;1;2
682;48.9;12.88;1;4;100;10;8;2;2
683;39.9;3.22;1;4;100;6;5;3;2
684;43.1;6.70;1;4;100;7;6;0;6
685;32.7;-3.24;1;6;130;6;3;2;1
686;62.8;12.70;1;6;150;10;8;3;3
687;46.9;-2.56;1;4;100;5;3;4;2
688;47.6;7.04;1;4;100;7;6;0;6
689;36.4;-2.90;1;4;100;4;3;2;2
690;47.5;0.17;1;5;125;6;4;3;0
691;27.4;-3.20;1;4;100;5;3;0;0
692;53.3;4.39;1;6;130;8;5;1;4
693;23.9;-6.30;1;4;100;5;2;0;0
694;47.2;3.96;1;4;100;6;5;1;5
695;25.7;-6.06;1;4;100;4;2;1;2
696;47.8;3.68;1;4;100;5;5;4;3
697;84.0;1.31;1;5;125;6;4;7;5
698;33.4;-2.60;1;4;100;5;3;1;2
699;71.5;15.97;1;7;175;10;9;6;4
700;33.4;0.00;1;4;100;6;4;0;1
701;30.8;-5.92;1;4;100;5;2;2;1
702;76.5;23.17;1;5;125;15;11;3;8
703;37.2;3.05;1;5;125;6;5;4;1
704;120.6;48.78;0;2;50;17;15;6;13
705;75.2;5.89;1;9;225;9;6;6;2
706;76.8;16.56;1;6;150;10;9;4;8
707;21.0;-9.36;1;4;100;3;1;2;0
708;64.1;15.80;1;6;150;12;9;6;2
709;49.8;3.68;1;4;100;7;5;2;4
710;22.8;-3.40;1;5;125;5;3;1;0
711;32.0;-6.09;1;5;125;4;2;2;3
712;67.0;16.87;1;6;130;11;9;6;5
713;39.9;3.33;1;5;125;8;5;4;2
714;28.2;3.00;1;4;100;7;5;1;1
715;77.6;25.48;1;7;160;15;12;4;7
716;86.7;35.02;1;6;150;16;15;7;5
717;59.6;21.96;1;6;130;12;11;4;4
718;53.5;6.81;1;5;125;7;6;2;6
719;28.1;-6.16;1;4;100;5;2;2;1
720;39.9;0.42;1;4;100;5;4;4;2
721;52.8;18.64;1;6;150;13;10;4;3
722;61.1;12.78;1;6;130;12;8;2;5
723;49.3;3.79;1;5;125;7;5;3;5
724;33.1;-3.02;1;4;100;5;3;3;1
725;85.4;25.91;1;7;175;17;12;7;8
726;63.0;-2.71;1;7;175;5;3;7;4
727;71.5;13.22;1;6;130;10;8;3;7
728;36.4;-2.96;1;4;100;5;3;0;0
729;55.0;6.42;1;6;130;10;6;1;2
730;45.7;13.00;1;4;100;9;8;1;4
731;20.0;-3.32;1;4;100;4;3;2;0
732;56.8;10.25;1;5;125;10;7;5;4
733;36.0;-8.20;1;4;100;5;1;3;4
734;28.1;-5.90;1;4;100;3;2;2;3
735;54.1;12.94;1;6;130;10;8;2;5
736;57.9;16.48;1;4;100;10;9;7;3
737;118.9;28.26;1;10;250;15;12;12;8
738;46.6;5.71;1;8;185;8;6;5;2
739;52.2;4.16;1;4;100;7;5;2;3
740;42.4;1.19;1;6;130;7;4;1;5
741;36.9;-2.74;1;4;100;4;3;0;3
742;29.1;-12.04;1;4;100;3;0;1;2
743;38.2;3.26;1;4;100;6;5;4;1
744;63.6;25.83;1;5;125;16;12;3;8
745;60.2;16.40;1;6;150;13;9;6;5
746;27.4;0.30;1;4;100;5;4;1;3
747;20.5;-9.10;1;4;100;3;1;1;2
748;51.4;6.85;1;5;125;8;6;5;3
749;41.5;6.28;1;6;150;9;6;3;3
750;23.3;-2.82;1;5;125;6;3;2;2
751;38.7;-0.12;1;6;130;6;4;4;1
752;38.5;0.26;1;6;130;8;4;2;2
753;68.9;10.11;1;5;125;10;7;7;2
754;53.0;13.07;1;5;125;9;8;3;5
755;28.3;-0.11;1;5;125;5;4;1;3
756;36.9;3.44;1;5;125;5;5;5;2
757;28.0;-0.04;1;4;100;6;4;1;1
758;41.3;6.20;1;6;130;8;6;4;1
759;18.7;-12.38;1;4;100;2;0;0;0
760;27.9;-6.06;1;4;100;5;2;0;0
761;18.2;-9.38;1;4;100;3;1;1;0
762;89.0;23.38;1;4;100;12;11;4;2
763;37.5;3.66;1;4;100;6;5;2;3
764;55.5;12.88;1;6;130;8;8;6;4
765;31.3;-2.74;1;4;100;4;3;2;3
766;24.2;-9.00;1;4;100;3;1;3;1
767;53.4;18.68;1;7;175;12;10;5;3
768;46.6;9.98;1;4;100;8;7;2;6
769;73.2;-1.12;1;4;100;6;3;4;7
770;80.3;26.66;1;4;100;14;12;9;6
771;38.7;-2.28;1;4;100;6;3;1;5
772;23.1;-6.02;1;4;100;3;2;1;3
773;37.2;-2.68;1;4;100;3;3;2;4
774;15.8;-12.46;1;4;100;3;0;0;0
775;40.6;6.31;1;5;125;8;6;2;1
776;23.6;-0.20;1;5;125;6;4;1;0
777;80.1;20.40;1;6;150;11;10;6;6
778;45.6;13.11;1;5;125;9;8;4;4
779;80.5;34.70;1;8;190;19;15;4;9
780;73.0;32.16;1;6;150;16;14;5;8
781;57.5;6.37;1;7;175;8;6;5;4
782;36.4;6.64;1;4;100;7;6;2;3
783;66.0;19.07;1;7;175;13;10;4;6
784;50.7;6.33;1;7;175;11;6;6;2
785;47.1;4.53;1;6;130;7;5;6;3
786;43.8;6.43;1;5;125;8;6;4;3
787;39.7;-2.50;1;5;125;5;3;5;2
788;45.6;-3.32;1;7;160;5;3;3;3
789;56.9;15.86;1;6;150;11;9;3;3
790;40.2;6.04;1;6;150;8;6;2;1
791;47.6;6.82;1;4;100;7;6;0;1
792;63.8;4.24;1;6;150;8;5;5;5
793;34.4;0.56;1;4;100;5;4;3;3
794;18.8;-6.36;1;4;100;3;2;0;2
795;75.8;31.62;1;7;160;18;14;2;8
796;34.3;-2.84;1;4;100;5;3;3;1
797;65.1;19.78;1;4;100;11;10;8;3
798;65.1;9.79;1;7;175;10;7;6;3
799;36.3;-8.60;1;4;100;2;1;4;3
800;12.2;-9.58;1;4;100;3;1;0;1
