Episode,SurvivalTime,TotalReward 
25,30,1,3,35
50,30,1,5,52
75,30,1,5,51
100,30,1,5,33
125,23,8,1,74
150,30,2,5,82
175,30,5,6,55
200,26,9,4,23
225,30,0,6,62
250,30,0,4,48
275,30,0,6,63
300,30,0,5,48
325,30,1,4,58
350,30,1,6,80
375,30,1,6,69
400,30,1,7,66
425,30,1,5,46
450,30,1,8,65
475,30,1,5,60
500,30,2,7,40
