Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;32.3;-2.17;1;7;130;5;5;3;0;18.3;6;2
2;25.5;-2.85;1;5;100;5;5;0;1;12.1;4;2
3;36.7;0.04;1;7;130;8;7;3;0;23.1;3;4
4;30.0;-3.35;1;5;100;4;3;1;1;19.5;5;3
5;32.5;-1.55;1;5;100;6;6;0;1;17.0;4;3
6;36.5;-2.35;1;5;100;4;3;0;2;25.7;7;2
7;35.5;-0.26;1;6;120;8;7;2;1;19.6;5;3
8;29.0;-1.26;1;7;130;7;7;2;0;14.5;4;2
9;36.1;-0.65;1;5;100;7;6;0;2;24.5;5;3
10;30.7;-3.75;1;5;100;3;2;1;1;22.7;5;2
11;40.1;0.14;1;7;130;8;7;1;1;17.6;3;4
12;33.1;-1.65;1;5;100;7;6;2;0;23.3;5;2
13;51.3;4.82;1;8;160;11;10;2;2;15.1;5;6
14;38.1;0.25;1;5;100;8;7;1;1;19.2;5;3
15;41.3;1.35;1;5;100;8;8;1;1;19.1;4;3
16;23.4;-3.95;1;5;100;4;4;0;1;14.6;6;0
17;53.7;6.05;1;5;100;13;12;0;4;21.6;3;7
18;32.8;-0.05;1;5;100;9;8;1;1;15.7;3;4
19;53.2;3.85;1;5;100;9;9;1;2;25.3;3;3
20;39.5;0.55;1;7;130;8;7;1;1;19.7;5;5
21;29.9;-1.56;1;6;120;7;6;1;1;13.6;4;3
22;25.3;-4.75;1;5;100;3;2;0;0;15.5;6;1
23;36.5;0.84;1;8;150;8;8;2;1;14.7;5;4
24;31.7;-3.65;1;5;100;3;2;0;2;25.2;6;2
25;55.4;6.34;1;6;120;13;12;1;3;29.5;6;4
26;24.2;-3.05;1;5;100;6;5;1;1;14.4;5;2
27;37.3;0.24;1;7;130;8;7;1;0;19.8;4;3
28;26.9;-1.95;1;5;100;7;7;1;0;15.8;5;2
29;30.4;-2.35;1;5;100;5;5;0;1;22.4;4;2
30;51.6;5.54;1;7;130;13;12;2;2;19.7;4;1
31;27.9;-2.25;1;5;100;7;6;0;2;20.3;5;1
32;28.9;-1.96;1;7;130;6;6;1;1;17.3;5;2
33;44.6;2.55;1;5;100;10;10;1;1;19.5;3;3
34;57.9;4.13;1;7;140;10;7;3;1;27.6;6;4
35;37.4;0.35;1;5;100;8;8;1;1;20.3;3;3
36;38.5;-0.25;1;5;100;8;6;0;1;25.7;3;2
37;40.7;2.94;1;6;120;11;11;2;2;19.6;4;4
38;43.0;1.15;1;5;100;8;8;0;0;19.2;4;3
39;46.4;3.24;1;7;130;10;9;1;3;24.9;6;4
40;39.7;0.45;1;5;100;9;7;0;2;21.0;4;2
41;42.2;1.65;1;5;100;10;9;0;2;17.8;4;3
42;29.5;-1.65;1;5;100;7;7;0;1;19.7;3;2
43;27.9;-2.55;1;5;100;5;5;1;1;19.1;6;2
44;34.5;-0.25;1;5;100;8;8;1;0;17.5;3;2
45;42.4;1.74;1;6;120;9;8;1;1;18.3;5;3
46;22.5;-3.65;1;5;100;5;5;1;0;12.8;5;2
47;28.7;-2.45;1;5;100;7;5;0;1;18.8;5;2
48;36.8;-0.75;1;5;100;7;6;1;1;24.7;4;2
49;42.8;0.05;1;5;100;6;5;0;4;32.3;4;1
50;57.0;3.94;1;7;130;8;8;2;0;27.1;5;5
51;47.1;2.94;1;7;130;10;9;1;2;14.9;3;2
52;46.2;1.75;1;5;100;8;8;1;2;37.8;3;4
53;44.8;2.14;1;7;130;8;8;1;1;25.8;5;3
54;36.1;-1.35;1;5;100;5;5;0;1;29.2;6;1
55;58.7;4.34;1;7;130;10;8;1;3;31.9;5;3
56;36.4;0.45;1;5;100;9;8;0;2;21.7;6;2
57;53.6;5.33;1;8;150;11;11;4;1;24.9;4;3
58;35.4;1.25;1;5;100;10;10;1;1;17.3;6;2
59;63.0;7.45;1;5;100;14;12;0;5;36.7;4;5
60;52.1;5.45;1;5;100;12;12;1;2;20.4;4;5
61;52.0;5.64;1;7;130;13;12;2;2;13.8;4;4
62;59.7;8.62;1;8;160;14;14;2;4;21.5;4;3
63;48.0;1.94;1;7;130;8;7;2;1;27.1;4;3
64;28.6;-2.25;1;5;100;7;6;0;1;14.8;6;2
65;65.3;9.04;1;7;130;14;14;2;3;19.8;3;4
66;38.3;1.75;1;5;100;10;10;1;2;21.0;3;3
67;58.9;8.04;1;7;130;15;14;2;3;34.4;3;4
68;38.5;0.75;1;5;100;8;8;0;3;18.2;3;3
69;21.3;-4.05;1;5;100;6;4;1;1;11.6;6;1
70;28.4;-2.85;1;5;100;6;5;1;1;16.0;7;0
71;57.2;5.31;1;10;190;9;9;3;2;17.5;4;4
72;48.9;1.65;1;5;100;8;7;0;0;22.9;3;4
73;48.6;3.45;1;5;100;10;10;2;1;41.7;5;0
74;32.9;-0.95;1;5;100;8;7;1;0;22.0;5;3
75;52.1;4.45;1;5;100;12;10;0;2;12.1;4;3
76;48.1;1.84;1;7;130;8;8;2;0;26.3;5;3
77;47.2;3.25;1;5;100;11;10;2;1;26.2;5;2
78;47.3;2.65;1;5;100;9;9;1;1;28.5;5;3
79;68.0;10.03;1;7;140;14;14;3;4;21.8;4;2
80;63.4;8.44;1;7;130;13;13;2;3;35.7;6;3
81;70.1;9.84;1;7;130;15;14;1;5;23.8;4;4
82;40.6;1.15;1;5;100;11;8;2;1;31.1;4;3
83;30.4;-2.95;1;5;100;4;4;1;1;20.0;5;2
84;64.4;8.95;1;5;100;15;14;1;5;22.2;4;2
85;23.5;-2.95;1;5;100;6;6;0;1;11.8;6;1
86;24.4;-2.85;1;5;100;6;6;2;0;16.1;6;1
87;65.1;8.92;1;9;180;14;13;3;3;18.6;5;6
88;37.2;1.55;1;5;100;11;10;0;2;22.0;4;3
89;47.4;1.95;1;5;100;8;8;1;1;29.9;4;4
90;74.3;13.55;1;5;100;20;19;2;5;43.4;4;4
91;37.4;0.64;1;7;130;8;8;2;0;12.3;3;3
92;54.1;3.44;1;7;130;8;8;3;1;36.7;4;3
93;46.2;1.74;1;7;130;8;7;3;0;16.2;5;3
94;49.2;4.05;1;5;100;11;11;1;2;15.5;3;3
95;39.6;2.15;1;5;100;11;10;2;2;30.8;3;2
96;61.9;6.72;1;8;160;11;11;3;2;20.7;5;3
97;21.5;-3.35;1;5;100;8;6;0;1;11.1;5;2
98;53.6;3.64;1;7;130;10;8;1;3;24.5;4;2
99;35.7;-0.05;1;5;100;8;8;2;0;15.8;5;2
