Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
227;120.1;34.28;0;2;40;24;19;15;17;68.0;2;3
228;120.1;35.39;0;1;20;26;21;15;16;38.6;3;1
229;120.1;34.00;0;0;0;22;20;12;19;-1.0;2;0
230;120.0;36.27;0;3;60;28;22;12;16;47.8;3;0
231;120.1;33.05;0;5;100;23;19;7;15;86.8;3;1
232;120.1;34.14;0;6;120;25;20;9;17;99.6;2;2
233;120.1;35.76;0;4;80;24;21;11;18;57.5;3;0
234;120.1;35.59;0;1;20;27;21;7;17;108.8;3;1
235;120.1;36.18;0;2;40;25;22;12;18;85.9;2;0
236;120.1;34.39;0;1;20;23;19;13;19;82.0;2;0
237;120.2;36.58;0;2;40;28;22;9;20;45.7;2;0
238;120.1;34.78;0;2;40;24;21;17;13;84.3;3;1
239;120.1;34.85;0;5;100;26;20;12;18;46.9;3;2
240;120.0;36.49;0;1;20;27;23;13;17;77.8;3;0
241;120.1;33.32;0;8;160;23;20;10;13;50.8;5;2
242;120.0;32.79;0;1;20;24;21;7;8;83.7;3;0
243;120.0;33.39;0;1;20;25;20;3;12;33.6;3;0
244;120.1;35.35;0;5;100;26;21;15;12;52.2;3;3
245;120.0;35.19;0;1;20;25;22;9;17;65.1;2;6
246;120.1;27.87;0;3;60;19;16;9;15;22.7;3;1
247;120.0;35.00;0;0;0;22;22;10;18;-1.0;2;0
248;120.0;35.14;0;6;120;26;21;14;15;42.5;3;0
249;120.1;32.96;0;15;300;21;19;12;9;36.8;3;5
250;120.2;34.16;0;4;80;24;21;5;7;61.4;3;1
251;120.0;33.90;0;0;0;22;20;5;12;-1.0;2;2
252;120.1;32.99;0;1;20;24;21;9;22;67.6;3;1
253;120.1;36.09;0;1;20;27;22;10;18;103.0;2;0
254;120.1;35.28;0;2;40;24;21;13;15;72.6;3;1
255;120.0;35.89;0;1;20;24;22;12;20;110.7;2;0
256;120.1;35.89;0;1;20;26;21;17;14;62.0;3;0
257;120.1;34.76;0;4;80;24;20;10;14;87.7;3;0
258;120.1;33.47;0;3;60;21;19;6;9;33.8;3;0
259;120.1;33.77;0;3;60;21;20;15;13;52.1;4;0
260;120.1;34.79;0;1;20;21;20;9;15;42.1;2;0
261;120.1;35.68;0;2;40;25;20;7;21;53.7;2;1
262;120.0;36.29;0;1;20;26;22;15;14;111.5;2;0
263;120.1;36.84;0;7;140;28;22;16;13;19.4;4;2
264;120.1;36.49;0;1;20;26;21;10;19;65.6;2;0
265;120.1;35.98;0;2;40;22;21;9;20;48.8;2;0
266;120.1;35.85;0;5;100;25;20;12;16;40.9;3;0
267;120.1;33.18;0;2;40;23;20;5;8;85.1;2;2
268;107.2;19.25;1;5;100;22;17;1;6;56.4;4;3
269;120.1;35.27;0;3;60;27;21;4;7;45.2;3;1
270;120.0;34.78;0;2;40;26;20;14;9;23.9;3;0
271;120.0;34.80;0;0;0;27;20;14;14;-1.0;2;0
272;120.0;36.18;0;2;40;27;21;11;20;26.1;4;1
273;120.0;35.38;0;2;40;22;20;16;15;86.2;3;1
274;120.1;35.08;0;2;40;23;19;11;18;24.5;3;0
275;120.0;35.96;0;4;80;23;20;14;15;29.0;4;0
276;120.1;35.49;0;1;20;22;21;11;21;100.9;3;0
277;120.1;35.90;0;0;0;23;22;14;15;-1.0;2;0
278;61.5;5.53;1;8;150;9;7;7;5;30.4;3;1
279;120.0;36.59;0;1;20;25;21;14;16;106.6;3;1
280;120.0;35.80;0;0;0;24;22;16;14;-1.0;3;0
281;120.1;35.40;0;0;0;25;21;14;16;-1.0;3;0
282;120.1;35.19;0;1;20;22;20;15;19;71.8;2;0
283;120.1;36.09;0;1;20;24;22;10;19;45.5;3;0
284;120.1;33.69;0;1;20;26;19;15;15;33.5;2;0
285;120.1;35.89;0;1;20;24;21;14;15;59.0;3;0
286;120.1;36.60;0;0;0;26;23;9;17;-1.0;2;0
287;120.0;36.39;0;1;20;25;22;13;18;52.3;2;0
288;120.0;35.70;0;0;0;27;21;14;17;-1.0;2;0
289;120.3;35.58;0;2;40;22;20;15;18;65.2;2;0
290;120.1;34.37;0;3;60;26;21;7;11;102.0;2;0
291;120.0;34.59;0;1;20;21;20;10;18;28.1;2;0
292;120.1;35.40;0;0;0;22;22;17;16;-1.0;2;0
293;120.0;36.97;0;3;60;27;22;12;19;18.5;3;0
294;120.1;36.99;0;1;20;24;23;12;18;112.2;2;0
295;120.1;36.29;0;1;20;27;22;14;15;118.4;2;1
296;120.1;35.00;0;0;0;27;23;12;16;-1.0;2;0
297;120.1;35.28;0;2;40;23;21;16;16;81.4;2;0
298;120.1;35.74;0;6;120;28;21;13;12;32.0;3;2
299;120.0;36.90;0;0;0;28;23;12;17;-1.0;2;0
300;120.0;36.16;0;4;80;24;22;11;18;36.1;4;0
301;120.0;33.76;0;4;80;21;18;13;20;24.3;4;0
302;120.1;36.95;0;5;100;27;22;10;18;29.2;3;0
303;120.1;36.26;0;4;80;23;21;9;20;18.9;4;0
304;120.1;36.08;0;2;40;22;22;12;20;79.1;3;1
305;120.0;36.87;0;3;60;22;22;14;16;18.5;3;0
306;120.1;35.78;0;3;60;24;22;12;17;39.3;2;0
307;120.1;36.50;0;0;0;25;22;10;23;-1.0;2;1
308;120.1;35.49;0;1;20;24;21;13;18;83.1;2;0
309;120.1;36.96;0;4;80;28;22;19;13;22.5;2;1
310;120.1;36.50;0;0;0;22;21;11;21;-1.0;2;0
311;120.0;36.47;0;3;60;23;21;14;16;71.9;3;0
312;120.0;37.85;0;5;100;24;23;12;17;15.2;2;1
313;120.1;37.15;0;5;100;23;22;10;21;20.6;3;0
314;120.0;36.09;0;1;20;23;21;13;17;108.3;2;0
315;120.1;36.26;0;4;80;24;21;15;15;27.3;2;0
316;120.1;35.67;0;3;60;21;21;19;14;51.6;4;0
317;120.2;35.87;0;3;60;23;21;15;14;57.2;3;0
318;120.0;36.06;0;5;100;25;20;11;21;11.8;2;1
319;120.1;36.10;0;0;0;24;21;13;17;-1.0;2;1
320;120.1;35.04;0;6;120;23;20;9;9;55.7;4;0
321;120.0;36.58;0;2;40;24;23;13;19;34.3;2;0
322;120.1;37.18;0;2;40;23;22;14;19;39.3;2;1
323;120.1;35.78;0;2;40;20;20;16;15;29.8;3;0
324;120.1;36.16;0;4;80;20;20;11;18;75.9;2;1
325;120.1;37.36;0;4;80;23;22;17;15;40.0;4;1
326;120.1;35.48;0;2;40;20;20;13;21;71.1;3;0
327;120.1;36.26;0;4;80;22;21;16;13;32.8;3;0
328;120.1;37.07;0;3;60;23;22;16;14;28.6;3;0
329;120.0;37.09;0;1;20;22;22;13;17;63.4;2;0
330;120.0;36.58;0;2;40;24;22;9;19;19.9;2;1
331;120.0;36.19;0;1;20;23;22;13;15;111.5;3;0
332;120.1;35.99;0;1;20;22;21;11;22;28.1;2;0
333;120.1;36.47;0;3;60;25;22;14;16;36.4;2;0
334;120.0;31.70;0;10;200;16;16;17;4;63.8;3;5
335;120.1;37.28;0;2;40;23;23;14;15;80.8;2;2
336;120.0;35.69;0;1;20;23;21;16;15;105.8;2;1
337;120.1;36.18;0;2;40;24;22;14;17;20.9;3;0
338;120.0;35.73;0;7;140;26;21;10;8;52.2;4;3
339;120.0;36.26;0;4;80;22;21;19;13;21.3;3;0
340;120.1;35.75;0;5;100;21;20;9;11;31.5;3;0
341;120.0;35.70;0;0;0;21;21;13;17;-1.0;2;1
342;120.0;35.20;0;0;0;21;21;16;15;-1.0;2;0
343;120.1;36.03;0;8;160;24;20;13;16;42.4;2;0
344;120.0;35.60;0;0;0;25;22;13;16;-1.0;2;1
345;120.0;35.70;0;0;0;26;21;8;18;-1.0;4;6
346;120.1;34.75;0;5;100;28;20;16;11;19.2;4;0
347;107.6;19.75;1;5;100;18;18;7;7;70.6;4;3
348;120.0;36.55;0;5;100;22;20;18;15;15.5;2;1
349;120.1;35.48;0;2;40;19;19;12;20;32.2;3;0
350;120.1;37.04;0;6;120;22;20;14;16;17.5;2;0
351;120.0;36.97;0;4;80;26;22;11;21;52.2;2;0
352;120.1;34.77;0;3;60;23;22;15;15;65.8;2;0
353;120.1;35.40;0;0;0;21;21;12;21;-1.0;2;0
354;120.1;35.38;0;2;40;21;19;15;18;34.9;2;0
355;120.1;35.07;0;3;60;21;20;15;15;55.6;3;0
356;120.1;36.19;0;1;20;22;22;14;18;40.6;2;0
357;120.1;36.07;0;3;60;21;21;14;20;101.0;2;1
358;120.1;35.37;0;3;60;20;20;19;13;11.0;2;1
359;120.0;34.86;0;4;80;23;22;17;13;59.7;4;0
360;120.1;36.20;0;0;0;23;22;10;20;-1.0;3;0
361;120.1;36.97;0;3;60;22;21;18;15;37.4;2;0
362;120.0;35.77;0;3;60;22;20;13;17;41.7;3;0
363;120.1;34.49;0;1;20;19;19;14;17;83.9;2;0
364;120.1;36.17;0;3;60;22;21;13;17;16.4;2;0
365;120.0;35.68;0;2;40;23;22;10;19;111.8;2;0
366;120.0;36.36;0;4;80;23;21;17;15;10.5;3;1
367;120.1;35.67;0;3;60;22;21;11;21;107.3;3;2
368;120.1;34.89;0;1;20;21;21;16;14;32.3;2;1
369;120.1;35.78;0;2;40;20;20;11;23;83.8;2;0
370;82.5;13.14;1;6;120;16;13;9;9;36.5;2;0
371;120.0;34.29;0;1;20;19;19;10;17;38.0;2;0
372;120.1;35.36;0;4;80;23;22;12;16;83.6;3;1
373;120.1;35.88;0;2;40;21;20;14;17;52.1;2;2
374;120.0;36.36;0;4;80;22;22;18;12;75.6;3;1
375;120.1;35.55;0;5;100;19;19;14;18;40.7;3;2
376;120.1;37.56;0;4;80;23;22;17;15;39.5;4;4
377;120.2;36.30;0;0;0;28;22;13;15;-1.0;2;1
378;120.0;29.86;0;4;80;17;15;6;5;83.3;5;7
379;120.1;33.96;0;4;80;23;19;5;6;68.3;4;1
380;120.1;34.89;0;1;20;25;20;17;12;29.4;4;5
381;120.0;35.90;0;0;0;26;22;14;16;-1.0;2;6
382;120.1;36.09;0;1;20;24;22;12;18;41.3;3;1
383;59.4;4.65;1;5;100;9;6;6;7;52.4;4;1
384;120.1;34.29;0;1;20;26;20;5;8;75.0;2;4
385;120.0;34.07;0;3;60;27;21;5;7;81.8;2;0
386;120.1;34.40;0;0;0;29;22;6;8;-1.0;3;2
387;120.1;35.87;0;3;60;22;22;4;9;46.0;3;0
388;120.1;35.80;0;0;0;21;21;13;17;-1.0;3;2
389;120.0;35.19;0;1;20;20;20;18;15;106.0;2;0
390;120.1;36.38;0;2;40;22;21;12;20;49.6;2;0
391;120.0;35.79;0;1;20;21;20;13;16;81.7;3;1
392;120.1;37.67;0;3;60;23;23;13;18;33.9;3;1
393;120.1;34.80;0;0;0;21;20;20;12;-1.0;2;0
394;120.1;35.38;0;2;40;22;20;14;18;63.1;3;3
395;120.1;37.18;0;2;40;23;23;21;11;93.6;3;0
396;120.1;34.96;0;4;80;22;19;14;17;15.1;3;1
397;120.0;34.75;0;6;120;22;20;8;10;45.0;4;1
398;120.0;37.07;0;3;60;26;23;18;13;67.7;2;0
399;120.0;36.64;0;6;120;24;22;15;14;44.1;3;0
400;120.0;38.14;0;6;120;24;22;12;20;24.2;2;1
401;120.0;36.30;0;0;0;22;21;11;19;-1.0;3;1
402;120.1;36.17;0;3;60;23;21;17;14;56.6;2;0
403;120.1;34.86;0;4;80;22;20;8;9;22.3;3;0
404;120.1;35.55;0;5;100;23;22;6;8;46.4;3;0
405;120.1;37.53;0;7;140;24;22;12;15;22.3;3;0
406;120.2;37.25;0;5;100;23;22;13;18;35.3;3;0
407;120.1;36.67;0;3;60;23;21;16;16;51.0;3;1
408;120.1;35.28;0;2;40;22;21;6;15;90.4;3;1
409;120.1;35.77;0;3;60;21;21;14;15;23.7;4;1
410;120.1;36.17;0;3;60;23;23;18;13;47.4;3;0
411;120.1;37.07;0;3;60;23;22;12;17;34.1;3;1
412;120.2;32.29;0;1;20;21;21;14;12;66.4;2;1
413;120.1;34.47;0;3;60;20;20;12;19;57.1;3;0
414;120.1;36.47;0;3;60;23;22;11;14;70.6;3;0
415;120.0;36.47;0;3;60;23;22;16;17;93.8;3;1
416;120.0;36.59;0;1;20;21;21;17;18;27.3;2;0
417;120.1;35.27;0;3;60;22;21;11;19;45.2;3;0
418;120.1;36.27;0;3;60;21;20;10;20;33.6;3;0
419;120.1;37.49;0;1;20;22;22;14;18;63.8;2;0
420;120.0;37.87;0;3;60;24;23;15;17;47.6;2;1
421;120.0;34.29;0;1;20;18;18;15;18;26.2;3;0
422;120.1;37.87;0;3;60;24;23;13;17;23.4;3;1
423;120.1;36.37;0;3;60;22;22;12;18;60.4;2;2
424;120.0;35.39;0;1;20;20;20;17;15;58.0;2;1
425;120.0;37.43;0;7;140;23;22;13;19;15.5;3;1
426;120.1;37.39;0;1;20;23;22;9;23;41.1;2;0
427;120.1;36.38;0;2;40;23;22;11;19;101.8;3;1
