Episode,SurvivalTime,TotalReward 
25,30,1,2,42
50,30,0,5,50
75,30,1,5,46
100,21,8,7,81
125,15,1,3,11
150,30,1,7,38
175,25,1,5,89
200,23,3,7,81
225,30,0,11,65
250,26,3,4,89
275,30,1,8,03
300,30,1,4,40
325,23,3,5,85
350,24,4,6,89
375,30,0,8,62
400,30,0,5,49
425,28,7,8,38
450,30,1,4,41
475,30,1,6,27
500,30,1,7,46
