Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups
1;19.0;-12.86;1;4;100;0;0;0;0
2;32.6;2.96;1;4;100;5;5;0;0
3;18.8;-3.10;1;4;100;3;3;0;0
4;42.3;16.20;1;4;100;9;9;1;1
5;44.6;16.73;1;6;130;9;9;1;1
6;29.8;6.05;1;5;125;6;6;1;0
7;28.1;6.48;1;4;100;6;6;0;1
8;31.5;6.42;1;4;100;6;6;0;0
9;41.5;22.40;1;4;100;11;11;0;2
10;31.6;6.56;1;4;100;6;6;0;0
11;39.8;12.54;1;6;130;8;8;1;1
12;39.7;9.62;1;6;130;7;7;1;1
13;32.0;6.68;1;4;100;6;6;1;0
14;25.6;5.70;1;6;130;6;6;2;0
15;46.9;15.42;1;7;160;9;9;2;1
16;24.0;3.20;1;4;100;5;5;0;1
17;14.7;-6.36;1;4;100;2;2;1;0
18;26.4;6.26;1;4;100;6;6;0;0
19;32.5;9.68;1;4;100;7;7;4;1
20;21.8;0.12;1;4;100;4;4;0;1
21;27.0;5.93;1;5;125;6;6;2;0
22;30.3;9.22;1;4;100;7;7;0;1
23;40.5;18.90;1;4;100;10;10;0;2
24;31.8;6.54;1;4;100;6;6;0;1
25;26.8;6.14;1;4;100;6;6;1;0
26;41.3;16.08;1;4;100;9;9;0;1
27;29.9;9.68;1;4;100;7;7;0;2
28;54.7;26.06;1;4;100;12;12;1;2
29;30.3;5.84;1;6;130;6;6;1;0
30;30.8;6.04;1;6;130;6;6;1;0
31;13.5;-6.24;1;4;100;2;2;0;1
32;21.9;0.16;1;4;100;4;4;0;1
33;48.9;19.18;1;6;130;10;10;2;2
34;30.3;9.58;1;4;100;7;7;0;1
35;15.2;-3.24;1;4;100;3;3;0;0
36;27.0;6.26;1;4;100;6;6;0;0
37;30.6;6.70;1;4;100;6;6;0;1
38;30.1;6.02;1;4;100;6;6;0;0
39;54.8;26.23;1;6;130;12;12;2;2
40;29.2;6.09;1;5;125;6;6;2;0
41;40.5;16.20;1;4;100;9;9;0;1
42;44.6;19.64;1;4;100;10;10;1;2
43;23.9;-2.58;1;4;100;3;3;0;2
44;40.5;16.04;1;4;100;9;9;0;1
45;26.3;5.89;1;5;125;6;6;1;0
46;30.0;5.90;1;6;130;6;6;1;0
47;51.9;25.74;1;4;100;12;12;2;2
48;24.5;3.71;1;6;130;5;5;1;1
49;59.6;35.75;1;6;130;15;15;1;4
50;28.1;5.84;1;6;130;6;6;1;0
51;32.8;6.54;1;4;100;6;6;0;0
52;21.2;0.00;1;4;100;4;4;0;0
53;34.8;15.86;1;4;100;9;9;0;1
54;38.1;15.81;1;5;125;9;9;1;1
55;13.8;-12.36;1;4;100;0;0;0;0
56;30.6;6.42;1;4;100;6;6;1;0
57;36.0;13.00;1;4;100;8;8;0;1
58;38.0;15.76;1;4;100;9;9;0;2
59;39.6;16.00;1;4;100;9;9;2;1
60;14.2;-9.30;1;4;100;1;1;1;0
