Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;41.1;-1.15;1;5;100;4;3;4;2;28.0;5;4
2;54.0;3.94;1;7;130;10;8;3;1;25.1;3;4
3;68.6;7.04;1;8;150;8;8;5;5;19.3;4;5
4;120.0;32.63;0;7;140;20;18;8;6;25.1;4;10
5;88.1;14.04;1;6;120;16;13;7;10;34.3;3;6
6;65.3;6.94;1;6;120;8;8;3;4;40.3;3;4
7;120.2;35.04;0;6;120;22;20;7;11;23.2;2;4
8;111.9;19.34;1;6;120;19;17;7;4;61.0;2;7
9;120.0;33.55;0;5;100;23;20;7;7;42.7;4;9
10;102.0;17.21;1;10;190;16;15;4;5;13.0;2;7
11;42.6;-0.45;1;5;100;7;5;1;2;29.6;3;2
12;120.1;33.88;0;3;60;21;20;7;11;56.0;3;8
13;120.1;33.57;0;3;60;23;20;5;10;43.8;2;8
14;61.6;6.23;1;7;140;12;8;3;4;35.0;4;4
15;77.1;10.25;1;5;100;12;12;1;5;67.5;3;3
16;70.1;8.54;1;7;130;12;10;3;6;31.4;4;2
17;67.0;6.74;1;7;140;10;8;5;4;29.5;3;5
18;63.5;5.04;1;6;120;9;7;2;5;40.8;4;3
19;100.7;16.49;1;11;220;18;13;9;5;24.4;4;9
20;106.7;19.10;1;11;210;18;16;5;10;39.7;5;6
21;120.2;32.86;0;4;80;20;19;5;12;62.5;3;5
22;120.1;33.32;0;8;160;21;20;9;8;40.2;3;8
23;61.3;6.44;1;6;120;11;9;3;5;15.8;2;4
24;120.1;34.17;0;3;60;22;20;9;10;28.8;3;5
25;70.6;8.84;1;6;120;12;10;4;7;38.2;3;3
26;120.1;34.11;0;10;200;23;20;12;5;22.6;3;6
27;80.9;10.00;1;11;220;11;9;5;2;20.6;3;5
28;120.2;33.16;0;4;80;21;20;10;5;35.8;2;8
29;45.5;-0.65;1;5;100;5;3;1;2;25.1;5;2
30;80.1;8.35;1;8;150;12;11;2;2;19.1;3;6
31;76.5;9.85;1;5;100;12;11;1;5;34.9;3;5
32;102.2;18.23;1;8;160;18;17;3;5;41.5;3;8
33;120.1;33.74;0;6;120;21;19;12;8;19.9;3;6
34;104.9;17.94;1;6;120;18;16;5;7;62.4;3;7
35;120.1;33.27;0;3;60;20;18;9;12;21.5;5;5
36;88.6;14.05;1;5;100;17;15;5;4;54.6;2;4
37;88.5;14.14;1;6;120;19;14;4;4;43.3;3;5
38;58.0;3.85;1;5;100;7;6;4;2;44.7;6;2
39;120.0;34.37;0;3;60;26;19;4;13;15.6;2;5
40;83.0;13.44;1;6;120;17;14;8;5;26.1;5;5
41;120.0;35.27;0;3;60;21;21;9;13;23.7;3;7
42;114.4;21.02;1;8;160;20;17;7;8;20.6;3;8
43;120.2;34.07;0;3;60;21;20;9;8;48.0;2;4
44;120.1;34.66;0;4;80;23;21;7;8;35.2;3;7
45;76.9;9.12;1;8;160;11;9;5;2;22.4;5;5
46;120.1;32.36;0;4;80;17;17;6;11;83.7;4;4
47;63.8;6.85;1;5;100;12;10;4;3;55.2;3;5
48;89.4;13.74;1;7;130;15;13;4;6;46.1;3;6
49;120.0;34.86;0;4;80;22;20;9;12;22.3;3;6
50;120.1;34.28;0;2;40;26;20;11;11;65.1;2;4
51;120.0;34.86;0;4;80;21;20;9;11;27.6;3;3
52;120.1;35.09;0;1;20;24;21;6;12;48.7;2;6
53;120.0;32.70;0;0;0;23;20;8;10;-1.0;2;4
54;65.2;5.25;1;5;100;9;7;5;3;49.2;4;3
55;80.2;12.22;1;9;180;16;11;4;5;18.5;4;7
56;120.0;34.86;0;4;80;21;21;14;10;23.8;3;7
57;120.1;34.37;0;3;60;21;20;7;16;31.3;2;6
58;120.1;35.54;0;6;120;23;20;13;10;41.5;3;3
59;120.1;34.44;0;6;120;22;20;8;12;37.4;3;4
60;120.0;35.29;0;2;40;24;21;9;15;13.6;3;6
61;120.1;35.35;0;5;100;22;21;11;14;34.6;4;4
62;112.9;20.73;1;7;140;21;17;8;6;25.1;3;6
63;112.2;19.98;1;13;260;17;15;11;3;22.9;5;7
64;105.8;19.10;1;10;200;17;16;9;6;50.4;4;5
65;120.1;33.55;0;5;100;23;20;8;13;71.2;4;4
66;120.0;35.16;0;4;80;24;21;10;12;58.3;4;4
67;88.2;15.41;1;9;180;18;13;6;9;19.9;4;4
68;120.1;33.75;0;5;100;24;20;12;11;19.6;3;1
69;120.1;33.68;0;2;40;25;21;12;11;101.6;3;3
70;120.1;36.62;0;8;160;23;21;13;12;33.5;2;2
71;120.0;36.12;0;8;160;26;22;10;14;30.7;4;4
72;120.0;35.87;0;3;60;23;21;9;14;65.7;2;4
73;120.0;35.87;0;3;60;24;21;9;16;35.7;4;4
74;120.1;35.22;0;8;160;24;20;9;10;23.3;3;5
75;120.0;35.86;0;4;80;22;21;8;16;31.0;3;2
76;120.1;35.28;0;2;40;21;21;10;14;66.0;2;5
77;59.9;5.14;1;6;120;8;8;3;1;23.7;2;3
78;120.1;34.53;0;7;140;21;19;6;11;28.7;3;4
79;39.8;-0.15;1;5;100;5;5;1;4;24.0;2;2
80;56.3;4.82;1;8;160;9;8;5;4;30.8;3;5
81;120.0;34.49;0;1;20;23;20;12;15;115.3;2;5
82;120.0;34.19;0;1;20;24;21;13;14;76.2;2;3
83;120.0;35.97;0;3;60;24;22;11;13;30.0;2;4
84;120.1;34.25;0;5;100;23;20;9;8;83.0;3;5
85;97.7;16.24;1;6;120;18;14;4;8;43.8;4;7
86;86.6;10.73;1;7;140;11;9;8;3;49.9;5;2
87;120.1;34.96;0;4;80;20;20;6;13;40.4;2;4
88;120.1;34.28;0;2;40;21;20;6;9;77.8;3;5
89;120.1;34.10;0;0;0;21;21;4;14;-1.0;2;1
90;120.1;33.56;0;4;80;19;18;12;13;20.6;2;0
91;120.1;33.28;0;2;40;21;19;9;10;41.1;3;3
92;74.2;8.75;1;5;100;11;11;4;3;63.8;4;3
93;120.1;33.97;0;3;60;20;20;10;13;68.3;4;3
94;120.1;32.57;0;3;60;21;19;10;11;35.0;2;3
95;120.0;34.29;0;1;20;21;21;12;14;73.9;4;5
96;120.1;34.88;0;2;40;21;21;12;14;34.4;2;2
97;120.0;35.16;0;4;80;22;21;8;10;26.6;2;5
98;73.1;10.02;1;8;160;15;11;5;5;30.2;4;3
99;120.1;33.60;0;0;0;21;21;10;12;-1.0;2;1
100;120.1;34.98;0;2;40;23;22;10;10;27.9;2;4
101;120.0;35.46;0;4;80;25;23;7;12;23.8;3;3
