Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;31.9;-7.05;1;4;100;1;1;0;0;16.5;4;2
2;26.8;-5.35;1;4;100;3;2;0;2;16.8;2;2
3;26.6;-4.37;1;6;130;3;3;1;1;15.0;5;2
4;38.5;-0.35;1;4;100;7;7;0;3;15.8;4;3
5;53.7;2.03;1;6;150;6;6;3;3;13.3;5;2
6;21.8;-5.75;1;4;100;3;2;0;0;10.8;2;2
7;52.6;1.92;1;7;160;8;7;3;0;12.0;4;6
8;36.5;-1.05;1;4;100;8;7;0;1;18.9;2;4
9;27.8;-4.55;1;4;100;3;2;1;2;14.8;4;2
10;56.2;3.52;1;7;160;9;9;3;1;12.3;3;4
11;21.9;-5.77;1;6;130;1;1;1;0;8.3;4;3
12;21.6;-5.15;1;4;100;3;3;0;1;16.4;3;1
13;34.0;-3.66;1;5;125;4;2;2;0;12.7;3;3
14;32.6;-4.55;1;4;100;2;1;0;2;27.9;6;1
15;18.1;-7.05;1;4;100;2;1;1;0;11.2;3;1
16;30.6;-3.05;1;4;100;6;5;0;1;11.9;3;2
17;30.7;-4.15;1;4;100;3;3;0;1;23.7;3;2
18;40.0;-0.47;1;6;130;7;7;1;1;13.0;3;5
19;29.6;-3.15;1;4;100;5;5;1;0;14.7;3;3
20;28.0;-5.35;1;4;100;1;1;1;1;21.6;3;2
21;34.8;-3.65;1;4;100;3;2;3;0;30.9;3;3
22;19.8;-5.95;1;4;100;2;2;0;0;10.3;3;2
23;34.7;-2.76;1;5;125;4;3;2;1;15.0;5;1
24;21.4;-5.45;1;4;100;2;2;0;3;14.3;3;2
25;23.0;-4.85;1;4;100;3;3;1;1;17.5;3;1
26;26.7;-3.75;1;4;100;5;5;0;1;11.1;2;4
27;44.2;-0.07;1;7;160;6;5;2;2;28.6;2;4
28;60.0;3.64;1;7;155;10;10;4;1;30.5;2;3
29;25.9;-4.95;1;4;100;3;3;0;1;14.1;2;2
30;40.9;-2.15;1;4;100;4;3;3;2;29.3;5;4
31;19.5;-7.25;1;4;100;0;0;0;1;14.8;4;1
32;27.8;-4.65;1;4;100;3;2;1;2;23.5;4;1
33;16.9;-6.85;1;4;100;1;1;0;1;10.4;2;1
34;31.8;-4.85;1;4;100;2;2;2;2;21.8;3;3
35;32.4;-4.55;1;4;100;4;3;0;0;23.5;4;2
36;28.0;-4.86;1;5;125;2;2;1;0;14.3;2;3
37;27.9;-5.75;1;4;100;3;2;1;1;22.8;5;2
38;21.7;-7.45;1;4;100;2;1;1;0;8.1;3;1
39;40.6;-0.05;1;4;100;7;7;2;3;33.7;3;4
40;15.8;-6.85;1;4;100;2;2;1;0;10.5;2;1
41;36.0;-2.25;1;4;100;6;6;2;0;30.1;4;3
42;43.3;-1.95;1;4;100;4;3;3;2;38.9;5;1
43;40.0;-1.05;1;4;100;5;5;2;0;35.4;4;4
44;30.0;-3.05;1;4;100;4;4;0;2;16.2;3;3
45;39.9;-1.15;1;6;130;5;4;4;2;28.1;2;2
46;39.8;-0.67;1;7;160;5;5;4;0;21.8;4;3
47;37.0;-1.75;1;4;100;5;4;1;3;24.2;4;2
48;22.6;-3.95;1;4;100;5;5;1;0;14.9;2;3
49;36.2;-3.15;1;4;100;2;2;1;3;32.1;3;1
50;25.5;-3.55;1;4;100;4;4;0;2;11.2;3;2
51;30.0;-4.25;1;4;100;3;2;2;0;21.9;2;3
52;36.9;-1.95;1;6;130;4;4;3;0;21.5;3;4
53;19.2;-5.95;1;4;100;2;2;0;1;11.2;2;1
54;28.5;-4.26;1;5;125;3;2;2;2;20.2;5;1
55;36.0;-1.85;1;4;100;4;4;0;4;10.6;4;3
56;45.7;0.65;1;4;100;6;6;0;2;31.6;2;4
57;46.4;1.64;1;5;125;8;7;1;3;26.1;3;5
58;18.8;-6.65;1;4;100;2;1;1;0;10.0;2;2
59;41.8;0.34;1;5;125;8;7;1;1;14.4;4;5
60;34.3;-1.45;1;4;100;5;5;0;3;30.3;4;1
61;24.6;-4.45;1;4;100;5;3;0;2;7.5;3;2
62;32.7;-2.35;1;4;100;4;4;1;2;26.5;3;2
63;18.9;-6.55;1;4;100;2;1;0;0;12.3;3;2
64;24.7;-4.65;1;4;100;3;3;1;0;20.1;3;2
65;21.4;-5.65;1;4;100;2;2;0;0;13.9;3;2
66;36.7;-1.35;1;4;100;5;5;2;1;26.5;3;4
67;36.8;-2.75;1;4;100;3;3;0;2;17.3;3;3
68;25.7;-4.45;1;4;100;2;2;1;1;20.6;4;2
69;25.8;-5.05;1;4;100;2;2;0;1;7.4;3;2
70;31.5;-4.65;1;4;100;2;2;0;1;20.2;4;2
71;37.2;-1.05;1;4;100;6;6;0;2;25.6;2;2
72;40.1;-0.75;1;4;100;5;5;1;2;32.1;2;3
73;40.4;0.02;1;6;150;7;6;2;1;9.4;3;3
74;29.0;-3.05;1;4;100;4;4;0;1;15.0;2;2
75;19.7;-6.75;1;4;100;0;0;0;0;12.2;1;2
76;38.1;-2.25;1;4;100;4;4;2;0;24.9;3;4
77;31.7;-4.15;1;4;100;3;2;0;1;16.8;3;3
78;29.8;-3.45;1;4;100;6;4;1;0;14.6;3;2
79;26.4;-4.85;1;4;100;3;2;2;0;15.2;2;2
80;13.4;-7.35;1;4;100;1;1;0;1;6.3;2;0
81;25.3;-5.95;1;4;100;1;0;0;1;21.1;3;0
82;36.0;-2.18;1;6;150;3;3;4;0;12.0;4;3
83;20.0;-6.35;1;4;100;2;1;0;0;12.5;3;2
84;43.6;0.15;1;4;100;6;6;0;1;9.0;2;3
85;38.2;-0.96;1;5;125;5;5;2;1;9.7;4;3
86;32.1;-3.75;1;4;100;4;4;1;2;21.6;3;2
87;27.8;-5.35;1;4;100;1;1;0;1;16.7;3;2
88;22.8;-5.46;1;5;125;2;1;1;1;14.8;5;2
89;31.8;-4.05;1;6;130;3;3;2;0;21.0;4;3
90;27.4;-4.45;1;4;100;3;3;1;0;22.5;4;3
91;38.9;-0.85;1;4;100;6;5;0;3;25.1;4;3
92;28.1;-4.65;1;4;100;3;2;0;2;23.7;3;2
93;33.3;-3.45;1;4;100;3;2;1;2;23.3;2;2
94;24.6;-4.65;1;4;100;4;3;0;1;14.4;3;2
95;30.4;-4.15;1;4;100;2;2;2;2;25.7;5;3
96;22.2;-4.55;1;4;100;4;4;0;0;13.2;2;2
97;36.3;-1.15;1;4;100;5;5;1;2;10.1;2;3
98;51.3;3.54;1;5;125;11;10;1;1;31.9;3;6
99;31.9;-2.96;1;5;125;5;3;1;2;12.8;3;2
100;24.9;-4.05;1;4;100;4;4;1;1;20.0;3;3
