Episode;SurvivalTime;TotalReward 
25;30.3;16.08
50;30.4;12.78
75;30.3;16.36
100;30.2;8.52
125;30.1;16.80
150;19.5;1.32
175;30.1;6.74
200;30.3;13.84
225;30.1;2.04
250;30.3;9.36
275;30.1;13.82
300;30.1;6.64
325;30.2;7.42
350;30.2;13.64
375;30.4;13.68
400;30.1;9.92
425;30.1;13.44
450;30.4;15.94
475;30.0;6.58
500;30.3;10.48
525;30.2;10.56
550;30.1;10.66
575;30.2;16.60
600;30.3;13.38
625;30.1;10.42
650;30.1;10.66
675;30.3;6.60
700;30.2;10.26
725;30.4;-0.16
750;30.1;16.68
775;30.1;13.60
800;30.2;16.64
