Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;41.2;-0.27;1;7;130;5;4;2;3;15.8;5;4
2;32.2;-2.35;1;5;100;4;4;0;3;23.6;5;2
3;37.8;-0.85;1;5;100;5;5;2;2;22.4;5;2
4;65.6;8.42;1;10;190;14;12;4;2;20.3;5;6
5;40.4;1.24;1;7;130;7;7;2;2;18.9;3;4
6;53.1;4.64;1;7;130;9;9;2;4;25.6;4;5
7;52.3;4.75;1;6;120;11;10;3;3;30.9;3;5
8;58.5;6.81;1;9;180;13;11;3;3;12.4;3;6
9;40.7;0.45;1;7;130;7;6;3;1;17.2;3;4
10;52.8;3.33;1;8;160;9;7;3;2;34.0;5;5
11;44.6;2.35;1;5;100;9;9;1;1;24.0;2;5
12;38.0;0.74;1;7;130;8;8;1;2;19.5;4;3
13;51.7;4.54;1;7;130;11;10;3;2;36.8;4;4
14;89.5;16.20;1;12;240;19;18;6;5;27.4;5;9
15;27.8;-2.75;1;5;100;5;4;0;2;15.0;3;2
16;36.1;-0.55;1;5;100;7;7;1;1;16.8;5;3
17;46.5;3.12;1;8;160;9;9;3;1;9.5;3;5
18;43.0;1.05;1;5;100;9;7;1;1;27.5;3;4
19;36.0;0.25;1;5;100;7;7;0;3;13.0;3;3
20;40.2;0.35;1;5;100;8;7;2;0;20.7;5;3
21;68.9;8.64;1;7;130;13;12;1;4;16.3;3;5
22;52.0;4.84;1;6;120;11;11;2;2;21.3;4;3
23;74.8;10.42;1;8;160;15;13;5;3;32.0;4;4
24;42.3;0.24;1;7;130;8;7;1;0;15.0;3;3
25;36.1;-1.35;1;5;100;5;5;0;0;24.8;4;3
26;35.0;-1.65;1;5;100;5;5;2;2;27.7;5;1
27;28.7;-3.55;1;5;100;3;3;0;1;21.0;5;2
28;49.7;3.44;1;6;120;11;9;1;2;25.2;3;5
29;39.2;-0.55;1;5;100;6;5;1;3;31.0;2;2
30;70.9;11.12;1;8;160;16;15;2;5;18.7;5;3
31;57.8;6.64;1;7;130;13;12;1;3;27.8;6;4
32;51.1;1.24;1;7;130;8;5;1;1;27.8;3;4
33;42.1;0.95;1;5;100;10;7;1;2;24.3;5;1
34;35.2;-0.75;1;5;100;8;6;1;2;25.6;3;1
35;81.1;13.85;1;5;100;20;17;1;7;38.2;5;7
36;58.1;6.15;1;5;100;12;11;1;3;49.6;4;4
37;83.4;15.01;1;10;190;18;18;4;4;29.2;5;10
38;38.7;-0.55;1;5;100;8;6;0;0;20.5;4;3
39;49.3;5.05;1;5;100;10;10;1;5;27.6;3;3
40;57.4;6.65;1;7;130;13;12;4;2;16.9;4;2
41;33.2;-1.05;1;5;100;6;6;1;2;22.9;3;1
42;62.5;8.53;1;8;160;15;13;3;3;24.2;3;6
43;36.1;-1.45;1;5;100;6;5;0;0;27.8;3;2
44;42.4;1.84;1;7;130;9;8;2;1;23.3;4;2
45;59.1;6.55;1;5;100;12;11;1;6;30.8;3;4
46;45.1;2.15;1;5;100;11;8;1;3;32.5;3;4
47;45.8;2.64;1;7;130;11;9;3;1;26.9;4;4
48;49.6;3.45;1;5;100;12;9;1;2;37.2;3;4
49;71.5;11.35;1;5;100;16;15;0;7;32.2;3;3
50;43.4;1.95;1;5;100;11;8;1;2;12.4;4;4
51;56.4;5.04;1;7;130;10;10;1;4;31.4;4;5
52;88.9;16.31;1;10;200;22;18;5;6;39.4;6;7
53;45.1;2.25;1;7;130;9;8;2;2;18.8;4;4
54;36.2;-1.35;1;5;100;6;5;0;1;21.0;3;1
55;62.6;5.34;1;6;120;12;9;3;3;27.2;4;5
56;48.4;4.02;1;8;160;11;10;3;2;15.8;4;4
57;60.8;6.85;1;5;100;12;12;1;3;41.2;4;2
58;48.4;3.55;1;5;100;11;10;3;1;33.3;3;4
59;64.0;10.33;1;7;140;18;16;3;5;14.6;3;4
60;32.5;-1.75;1;5;100;6;6;1;2;15.7;4;2
61;63.8;7.94;1;6;120;14;13;3;4;24.3;3;4
62;71.1;9.73;1;8;150;17;13;6;3;12.8;5;7
63;59.2;6.01;1;10;190;11;10;5;3;25.6;3;4
64;69.8;10.94;1;6;120;17;16;1;3;29.6;3;5
65;46.3;3.75;1;7;130;12;10;4;2;32.6;5;2
66;86.6;16.64;1;6;120;22;20;4;6;25.4;4;7
67;71.5;9.13;1;8;150;14;12;5;2;11.2;4;5
68;81.7;15.14;1;6;120;23;19;2;7;12.8;3;7
69;26.4;-1.95;1;5;100;7;7;3;0;17.2;4;2
70;50.2;2.33;1;8;160;8;7;6;0;16.0;5;5
71;51.6;4.45;1;5;100;11;11;1;1;34.5;3;3
72;73.9;9.84;1;7;130;14;13;3;3;28.2;4;4
73;48.5;2.84;1;7;130;11;8;2;2;19.2;4;3
74;104.9;21.42;1;10;190;26;22;4;7;31.7;4;9
75;71.6;7.61;1;9;180;11;9;4;1;28.0;6;6
76;47.6;2.54;1;6;120;9;8;1;1;29.7;5;4
77;120.0;39.19;0;1;20;35;32;3;10;99.0;3;8
