Episode;SurvivalTime;TotalReward 
1;17.0;7.62
2;14.3;2.20
3;19.1;7.70
4;15.4;4.44
5;14.9;4.46
6;20.0;4.38
7;18.6;7.72
8;16.9;4.60
9;17.9;6.94
10;20.2;7.08
11;15.2;9.72
12;30.1;7.96
13;18.3;16.12
14;23.0;4.20
15;15.0;8.26
16;13.5;4.36
17;25.9;5.12
18;15.8;7.76
19;14.5;4.50
20;17.0;4.66
21;14.6;8.16
22;15.0;3.86
23;12.9;5.06
24;23.7;5.86
25;19.4;4.58
26;19.9;9.82
27;17.3;11.20
28;15.5;7.72
29;18.8;3.96
30;16.3;5.28
31;23.2;17.18
32;14.2;7.48
33;14.7;7.58
34;21.8;4.90
35;17.4;3.86
36;18.5;3.78
37;14.1;7.62
38;22.8;14.80
39;18.9;4.78
40;29.6;7.54
41;25.7;7.34
42;21.7;4.92
43;16.8;6.78
44;24.3;10.98
45;16.8;10.58
46;21.2;14.64
47;16.2;4.56
48;23.4;13.44
49;15.3;5.28
50;16.2;8.30
51;23.3;5.04
52;17.4;7.68
53;17.0;3.88
54;23.5;10.00
55;26.1;7.38
56;16.8;7.62
57;17.8;6.92
58;22.5;3.98
59;20.4;7.74
60;21.0;8.58
61;22.3;7.92
62;21.0;7.86
63;21.9;6.94
64;25.9;5.74
65;30.0;9.76
66;21.2;7.88
67;18.8;7.70
68;16.3;7.58
69;17.1;5.08
70;25.1;14.28
71;18.5;4.72
72;25.6;13.48
73;28.4;9.06
74;30.1;5.14
75;19.0;4.84
76;15.5;6.80
77;28.3;7.62
78;23.1;23.20
79;21.7;7.14
80;26.1;17.26
81;15.4;7.52
82;23.1;7.96
83;17.1;6.94
84;27.7;8.28
85;30.2;7.40
86;17.9;7.02
87;28.2;14.30
88;17.2;7.54
89;21.5;16.98
90;23.9;11.64
91;18.4;3.88
92;17.6;10.08
93;20.5;7.52
94;22.0;14.76
95;17.4;7.60
96;25.7;14.82
97;23.3;25.40
98;23.6;26.18
99;18.6;4.44
100;21.0;20.00
101;30.1;23.70
102;30.1;11.60
103;17.2;13.82
104;14.3;4.38
105;24.2;16.88
106;18.0;5.10
107;23.6;5.50
108;30.0;27.12
109;18.1;13.02
110;16.7;7.62
111;17.8;8.34
112;19.5;4.38
113;21.1;8.18
114;26.1;8.04
115;19.4;16.14
116;23.8;16.94
117;20.1;16.98
118;20.1;3.72
119;21.7;19.72
120;21.3;7.12
121;22.6;23.96
122;21.0;13.06
123;30.1;20.70
124;22.7;16.42
125;19.5;10.72
126;18.3;13.00
127;25.0;16.82
128;25.7;26.72
129;23.4;26.22
130;20.4;17.52
131;18.5;9.94
132;20.8;16.98
133;14.4;4.42
134;12.9;3.64
135;20.5;11.54
136;22.7;7.22
137;16.9;6.84
138;15.6;10.60
139;29.3;13.78
140;19.0;3.88
141;18.3;13.10
142;19.1;7.66
143;13.5;4.38
144;17.2;9.92
145;18.2;10.72
146;13.7;6.72
147;17.4;4.74
148;25.7;19.92
149;19.1;7.68
150;23.0;4.90
151;18.9;4.76
152;16.9;7.62
153;19.8;8.44
154;30.1;7.58
155;23.4;5.02
156;23.7;14.12
157;22.9;10.26
158;29.7;17.32
159;21.3;7.24
160;21.1;5.52
161;23.2;4.96
162;17.3;7.46
163;17.9;8.06
164;23.1;8.68
165;30.0;10.54
166;23.0;8.68
167;12.4;5.20
168;17.4;11.34
169;29.3;3.66
170;20.9;4.90
171;12.5;4.36
172;23.0;10.20
173;19.4;7.86
174;16.7;7.54
175;16.6;6.84
176;20.7;7.10
177;20.3;17.68
178;19.5;14.48
179;16.5;8.38
180;22.1;17.14
181;27.4;13.28
182;16.8;16.86
183;23.5;8.44
184;29.0;5.34
185;24.2;4.34
186;27.4;7.50
187;26.2;8.22
188;20.6;7.04
