Episode;SurvivalTime;TotalReward 
25;16.0;4.48
50;21.5;13.36
75;16.3;3.96
100;18.3;6.80
125;26.1;8.06
150;17.6;13.90
175;19.4;4.10
200;13.0;4.42
225;30.4;18.14
250;26.0;16.36
275;22.3;16.20
300;30.2;17.96
325;21.1;16.82
350;24.6;17.02
375;24.4;16.94
400;30.0;28.60
425;24.0;13.50
450;26.4;5.10
475;19.8;7.10
500;20.2;7.82
525;22.9;4.84
550;25.5;16.32
575;24.7;16.34
600;29.7;16.56
625;30.2;19.38
650;28.5;17.00
675;29.0;16.50
700;30.4;17.98
725;22.6;16.94
750;23.9;16.26
775;22.2;16.22
800;30.2;26.46
