Episode;SurvivalTime;TotalReward 
1;21.4;4.00
2;14.8;3.70
3;30.1;3.50
4;22.2;14.52
5;17.7;6.96
6;20.4;6.90
7;21.5;4.08
8;16.3;8.50
9;20.3;5.18
10;16.7;4.58
11;22.6;13.98
12;25.2;7.00
13;19.1;7.12
14;16.5;6.90
15;16.0;3.88
16;21.5;8.12
17;19.5;4.04
18;21.3;13.96
19;21.2;11.28
20;26.8;7.10
21;17.5;3.60
22;19.5;4.82
23;19.7;7.10
24;23.0;7.02
25;24.3;14.14
26;19.3;7.06
27;30.1;12.86
28;26.4;8.18
29;28.9;7.62
30;19.6;7.08
31;20.7;4.12
32;16.7;4.66
33;26.4;8.30
34;20.4;4.86
35;22.3;13.30
36;18.7;6.96
37;19.5;7.80
38;22.0;4.94
39;21.3;4.16
40;30.1;15.26
41;21.1;4.86
42;30.0;18.92
43;18.6;7.02
44;22.9;14.10
45;15.6;7.58
46;15.7;4.58
47;28.5;8.32
48;30.1;16.58
49;16.8;3.90
50;19.9;13.24
51;30.1;9.10
52;23.7;7.28
53;30.5;27.40
54;26.7;14.08
55;24.2;4.32
56;28.2;7.38
57;18.3;4.04
58;16.5;8.32
59;17.9;4.60
60;27.9;4.62
61;28.8;17.26
62;30.0;25.80
63;30.1;27.38
64;24.6;17.22
65;30.0;25.92
66;19.2;13.28
67;26.8;10.48
68;25.5;16.76
69;14.4;4.46
70;17.4;1.66
71;26.5;16.62
72;22.7;0.74
73;19.9;4.06
74;18.0;1.70
75;22.8;13.36
76;25.2;8.26
77;25.1;11.18
78;28.4;11.34
79;30.1;6.12
80;14.8;0.74
81;30.4;11.46
82;30.1;3.28
83;21.1;4.08
84;19.0;4.68
85;19.1;4.74
86;30.9;24.42
87;20.2;4.08
88;19.3;4.78
89;18.7;7.84
90;25.0;11.12
91;13.4;4.38
92;13.6;3.78
93;22.4;7.94
94;18.2;7.70
95;22.4;10.36
96;18.3;1.78
97;17.4;0.86
98;18.3;2.16
99;19.4;4.76
100;18.8;1.00
101;20.7;2.00
102;30.7;29.08
103;14.6;1.52
104;18.3;1.72
105;13.7;1.46
106;14.5;3.78
107;14.3;5.28
108;27.7;1.58
109;19.2;1.76
110;22.3;7.18
111;27.5;8.28
112;17.4;4.74
113;19.6;7.06
114;24.9;4.34
115;15.0;7.58
116;30.2;17.60
117;30.0;12.06
118;23.7;8.08
119;18.8;4.02
120;20.8;4.86
121;22.6;4.24
122;29.0;17.46
123;26.4;4.58
124;23.7;7.42
125;30.1;10.30
126;23.9;13.40
127;24.7;7.52
128;30.1;7.44
129;13.5;4.48
130;20.2;4.14
131;28.5;25.78
132;30.0;6.86
133;17.2;7.68
134;19.9;5.66
135;23.7;7.32
136;27.1;8.28
137;28.8;4.64
138;20.9;4.94
139;21.6;7.22
140;17.4;6.90
141;20.3;13.24
142;20.9;7.86
143;19.5;8.46
144;20.0;7.84
145;14.5;4.44
146;23.2;16.46
147;18.9;8.46
148;22.8;5.52
149;30.0;14.44
150;24.7;15.00
151;21.4;13.34
152;31.3;14.88
153;30.5;18.72
154;22.7;4.04
155;23.4;16.34
156;27.7;18.88
157;25.7;13.56
158;30.9;8.12
159;22.0;8.34
160;30.1;17.28
161;30.0;19.84
162;28.8;7.66
163;20.3;4.22
164;25.1;16.52
165;22.8;13.50
166;30.0;27.98
167;29.0;16.50
168;29.0;16.50
169;20.4;13.18
170;21.4;4.86
171;18.7;4.42
172;14.2;4.52
173;17.2;3.82
174;27.3;4.58
175;15.1;4.44
176;30.1;10.58
177;21.2;7.20
178;30.2;8.80
179;15.2;8.34
180;16.7;4.46
181;17.1;3.82
182;26.5;7.50
183;30.1;6.82
184;30.2;15.34
185;19.5;4.10
186;22.9;4.98
187;21.6;4.90
188;23.6;17.16
189;29.7;15.24
190;26.1;13.98
191;20.0;7.74
192;30.0;9.22
193;23.6;4.32
194;23.1;8.04
195;28.7;7.58
196;24.5;7.02
197;20.5;10.20
198;20.7;14.02
199;29.8;22.72
200;30.1;8.86
201;27.5;13.74
202;30.1;15.02
203;18.6;8.56
204;22.1;14.04
205;28.4;23.70
206;20.2;7.74
207;21.7;7.24
208;25.7;7.40
209;15.6;3.82
210;30.0;15.04
211;16.6;4.62
212;20.2;1.92
213;20.8;1.16
214;22.2;4.98
215;21.7;1.60
216;16.3;1.58
217;20.1;1.12
218;30.2;6.28
219;26.7;7.44
220;23.4;8.08
221;16.9;5.38
222;18.9;1.00
223;22.9;14.84
224;20.9;10.26
225;17.1;0.88
226;26.5;20.50
227;23.2;4.06
228;30.7;8.16
229;29.6;14.08
230;23.1;4.96
231;21.9;13.32
232;28.9;5.40
233;19.4;7.24
234;20.2;4.62
235;30.1;25.02
236;23.6;7.40
237;28.9;16.90
238;19.4;7.08
239;29.3;5.12
240;29.8;22.94
241;21.0;5.34
242;30.8;27.34
243;20.2;5.32
244;30.2;26.68
245;23.2;14.10
246;20.3;7.94
247;16.3;4.62
248;28.9;17.94
249;30.4;27.48
250;30.9;31.22
251;28.1;20.62
252;20.9;10.74
253;30.1;14.88
254;18.9;4.02
255;30.1;9.80
256;30.7;17.52
257;20.7;7.84
258;18.5;3.74
259;21.1;4.86
260;18.3;4.06
261;21.6;7.16
262;19.5;8.52
263;20.5;7.18
264;19.4;4.78
265;19.1;7.12
266;30.1;15.22
267;22.4;4.32
268;17.8;1.64
269;22.9;4.92
270;30.1;16.46
271;18.1;10.76
272;18.3;10.70
273;17.4;4.62
274;23.7;7.00
275;28.9;16.76
276;22.1;14.04
277;30.6;34.92
278;18.5;7.80
279;24.6;13.52
280;23.9;3.98
281;30.0;18.36
282;14.9;5.30
283;19.7;4.78
284;18.7;6.98
285;19.1;7.12
286;27.7;8.12
287;30.1;4.86
288;24.5;17.30
289;27.1;7.42
290;30.0;10.60
291;16.3;7.66
292;20.9;4.18
293;12.9;0.68
294;28.0;13.62
295;18.8;1.10
296;23.8;4.94
297;20.2;4.10
298;17.2;7.02
299;14.6;3.72
300;20.2;7.16
301;29.9;10.74
302;30.1;25.84
303;18.5;3.80
304;25.0;13.52
305;18.6;3.88
306;25.2;7.34
307;28.1;22.74
308;28.7;5.28
309;22.0;14.10
310;30.1;28.82
311;30.1;27.96
312;30.0;37.76
313;30.3;37.86
314;23.1;16.46
315;30.6;28.74
316;28.3;25.72
317;23.0;16.36
318;23.1;17.82
319;30.0;24.22
320;30.1;28.76
321;21.3;13.22
322;30.0;17.40
323;30.1;28.78
324;26.1;17.94
325;30.2;18.90
326;30.1;28.70
327;30.1;28.74
328;30.1;28.86
329;30.0;18.18
330;30.0;28.66
331;30.1;18.18
332;30.3;17.46
