Episode;SurvivalTime;TotalReward 
1;22.8;16.76
2;29.3;26.60
3;23.6;16.98
4;21.4;16.80
5;24.3;16.98
6;23.9;16.78
7;30.2;27.64
8;23.4;16.66
9;26.9;16.92
10;27.3;27.00
11;30.1;17.88
12;22.9;17.64
13;22.5;16.90
14;20.6;17.48
15;29.2;16.48
16;25.3;17.08
17;21.4;16.80
18;24.9;17.10
19;27.0;27.16
20;27.2;20.08
21;30.1;18.18
22;24.7;26.96
23;19.9;16.70
24;30.1;29.52
25;30.1;38.68
26;27.7;17.30
27;30.3;19.56
28;26.6;17.20
29;30.0;22.44
30;28.2;26.48
31;22.6;18.48
32;23.0;16.90
33;21.4;16.80
34;21.2;16.80
35;30.1;38.70
36;30.1;20.28
37;19.7;16.58
38;30.0;29.36
39;30.1;18.62
40;29.2;27.28
41;23.4;16.90
42;26.4;17.14
43;20.9;17.46
44;28.7;26.54
45;30.1;27.38
46;23.9;17.04
47;21.2;15.90
48;30.0;28.54
49;26.2;17.68
50;29.8;27.30
51;27.2;27.14
52;30.1;38.74
53;30.1;29.50
54;30.1;38.74
55;30.1;29.70
56;29.0;26.60
57;21.3;16.60
58;30.1;28.70
59;30.1;19.56
60;25.8;17.14
61;30.0;29.50
62;24.6;17.02
63;26.9;26.48
64;26.3;16.98
65;28.1;17.10
66;30.2;18.56
67;30.1;26.64
68;25.5;17.10
69;21.7;16.82
70;30.0;28.04
71;24.9;17.08
72;30.1;20.08
73;27.7;17.72
74;30.1;29.48
75;26.9;17.70
76;29.6;20.46
77;20.8;16.76
78;30.0;23.46
79;24.8;17.08
80;30.0;28.78
81;28.9;17.18
82;30.0;18.86
83;29.6;18.12
84;30.0;19.98
85;30.1;38.70
86;30.1;20.24
87;30.0;29.46
88;27.8;17.30
89;29.7;27.32
90;30.1;28.76
91;30.1;18.14
92;30.1;29.40
93;30.1;18.64
94;30.0;32.66
95;30.4;18.10
96;27.0;16.04
97;30.0;28.56
98;30.0;17.44
99;22.0;17.56
100;30.0;28.58
101;30.2;17.70
102;30.0;29.22
103;23.8;16.90
104;21.6;16.48
105;30.0;20.12
106;29.1;26.60
107;28.8;27.24
108;25.0;17.06
109;28.1;26.96
110;30.0;38.44
111;30.1;38.54
112;20.7;17.44
113;30.2;27.14
114;30.1;32.54
115;28.8;17.78
116;30.0;28.70
117;30.1;27.86
118;30.0;27.92
119;23.1;17.38
120;29.0;27.16
121;30.1;38.64
122;30.0;29.28
123;30.0;29.44
124;30.1;38.64
125;28.5;17.10
126;30.0;28.72
127;30.1;28.00
128;30.1;18.40
129;30.0;20.06
130;25.5;17.06
131;30.0;18.82
132;30.0;19.50
133;24.9;17.04
134;30.1;18.84
135;30.1;29.22
136;30.1;35.38
137;30.1;19.26
138;29.7;17.44
139;25.8;17.84
140;30.0;28.98
141;30.1;29.48
142;21.8;17.54
143;27.7;21.02
144;30.1;22.30
145;27.4;16.92
146;30.0;24.26
147;30.0;20.24
148;28.1;26.52
149;23.5;16.94
150;30.1;28.08
151;29.1;26.62
152;28.4;27.12
153;30.4;27.88
154;23.0;16.64
155;28.1;25.60
156;26.8;17.24
157;26.8;16.30
158;30.0;37.98
159;30.0;20.26
160;27.5;16.34
161;30.1;18.68
162;30.1;20.06
163;27.4;17.66
164;30.0;27.76
165;28.8;17.10
166;30.1;20.02
167;28.1;17.96
168;23.2;16.96
169;20.6;16.76
170;21.0;16.78
171;30.0;18.14
172;30.1;18.46
173;30.1;18.82
174;30.1;18.14
175;28.3;18.02
176;27.1;17.20
177;22.4;16.90
178;19.8;16.70
179;24.2;17.04
180;26.6;17.20
181;30.0;18.64
182;30.1;36.40
183;28.5;17.34
184;30.0;28.78
185;30.0;18.86
186;30.2;19.56
187;29.8;17.24
188;30.1;20.26
189;29.3;26.54
190;30.1;18.44
191;30.0;18.84
192;30.1;19.52
193;28.3;17.32
194;25.9;17.84
195;25.1;17.06
196;30.1;29.44
197;30.0;19.56
198;22.1;16.88
199;28.3;26.96
200;24.6;17.04
201;30.0;38.72
202;29.5;17.40
203;30.1;37.96
204;21.3;16.82
205;30.1;38.74
206;28.9;27.98
207;28.5;27.94
208;30.0;30.18
209;30.0;19.56
210;26.3;20.36
211;20.7;17.44
212;30.1;19.54
213;27.0;17.20
214;30.1;20.26
215;29.6;18.08
216;30.1;29.44
217;27.8;16.70
218;30.1;28.66
219;27.7;17.98
220;30.1;32.68
221;30.0;34.96
222;30.1;25.56
223;30.1;28.82
224;30.0;20.30
225;30.3;28.42
226;29.8;18.12
227;30.0;19.60
228;24.5;17.04
229;30.0;19.36
230;30.1;20.30
231;24.2;17.02
232;30.0;20.26
233;30.0;19.58
234;30.1;29.16
235;26.8;17.96
236;30.1;18.18
237;27.9;17.32
238;30.1;29.50
239;30.0;20.32
240;25.5;17.12
241;30.1;20.28
242;30.0;18.06
243;29.0;26.38
244;29.4;17.90
245;30.0;28.74
246;30.1;20.28
247;30.1;28.82
248;30.1;20.28
249;27.5;18.00
250;30.3;28.80
251;26.4;16.78
252;28.2;27.24
253;21.3;18.22
254;26.8;17.92
255;30.1;18.68
256;29.5;17.40
257;24.4;17.04
258;23.3;16.98
259;30.0;20.28
260;23.2;16.74
261;30.1;29.34
262;29.5;27.34
263;30.0;41.92
264;30.1;28.10
265;30.0;28.48
266;27.4;17.24
267;30.2;18.88
268;30.1;29.50
269;30.2;19.84
270;30.0;25.00
271;30.1;29.44
272;29.6;17.44
273;27.4;17.26
274;30.1;18.86
275;30.1;18.08
276;25.4;17.12
277;30.0;28.34
278;30.1;29.26
279;22.1;16.88
280;30.0;18.14
