Episode;SurvivalTime;TotalReward 
1;22.5;16.68
2;22.6;16.72
3;29.1;17.32
4;21.4;16.82
5;26.7;26.42
6;28.2;27.24
7;21.3;16.74
8;24.5;16.76
9;23.0;17.34
10;23.9;16.74
11;22.9;19.92
12;20.5;18.12
13;26.8;16.90
14;30.1;18.40
15;21.3;16.82
16;30.0;29.16
17;26.5;17.18
18;20.8;20.70
19;30.1;19.60
20;22.1;17.62
21;30.1;17.80
22;22.4;16.76
23;26.3;26.36
24;30.3;26.66
25;28.4;26.54
26;30.1;18.86
27;22.2;16.86
28;30.1;29.48
29;30.1;28.08
30;29.2;16.30
31;29.6;17.08
32;30.0;17.94
33;26.2;17.18
34;25.9;26.36
35;25.3;17.08
36;28.9;18.04
37;23.0;16.92
38;23.7;18.46
39;30.2;28.70
40;22.4;16.66
41;30.1;29.50
42;22.9;17.64
43;30.0;19.60
44;30.1;38.72
45;28.7;20.58
46;30.1;31.32
47;24.3;21.68
48;30.1;28.68
49;26.3;17.60
50;30.1;29.50
51;28.9;18.10
52;30.1;29.48
53;26.3;21.82
54;25.9;17.86
55;30.1;18.16
56;26.4;27.82
57;30.2;28.58
58;27.4;17.12
59;30.1;29.26
60;30.1;28.78
61;30.1;19.58
62;30.1;29.50
63;28.0;26.54
64;30.1;37.34
65;30.1;28.80
66;24.7;19.86
67;27.9;17.74
68;27.7;17.88
69;27.1;17.48
70;27.4;17.00
71;25.8;17.12
72;27.6;17.28
73;30.1;20.26
74;30.0;22.08
75;27.0;16.92
76;30.1;29.40
77;30.0;20.30
78;30.0;18.88
79;30.1;28.10
80;30.1;19.58
81;30.0;27.20
82;27.2;20.44
83;30.2;27.98
84;28.1;16.20
85;26.3;26.38
86;25.6;17.12
87;26.7;17.90
88;30.1;18.16
89;30.1;28.72
90;30.0;19.14
91;30.1;38.72
92;30.0;19.28
93;30.1;38.60
94;27.5;27.92
95;30.1;29.92
96;30.1;38.02
97;30.1;28.12
98;24.1;17.02
99;20.3;16.72
100;30.0;18.72
101;29.5;17.66
102;30.2;27.28
103;30.2;19.56
104;30.2;18.86
105;30.2;18.08
106;30.1;18.18
107;30.2;18.88
108;27.7;17.26
109;28.9;17.36
110;30.1;38.64
111;23.1;17.66
112;30.1;28.80
113;30.2;27.36
114;25.6;17.86
115;29.4;17.40
116;28.1;17.30
117;30.1;19.36
118;27.9;26.38
119;23.0;16.76
120;30.0;27.38
121;30.2;25.38
122;27.1;17.20
123;30.0;28.04
124;20.6;17.48
125;30.1;28.78
126;27.8;17.26
127;26.9;17.20
128;30.0;19.26
129;24.5;17.76
130;26.6;17.14
131;24.0;16.92
132;27.6;20.48
133;27.0;17.24
134;26.7;17.22
135;25.1;17.12
136;27.8;27.18
137;22.1;17.28
138;25.2;20.76
139;29.1;26.30
140;26.4;17.18
141;28.5;17.30
142;30.1;18.86
143;25.2;17.78
144;30.0;26.48
145;30.1;18.68
146;26.3;17.58
147;27.2;18.46
148;25.3;17.06
149;30.1;38.68
150;29.7;26.64
151;30.1;19.36
152;24.8;17.06
153;28.6;23.54
154;30.1;28.54
155;30.1;25.44
156;25.9;17.16
157;30.0;19.56
158;28.5;24.28
159;26.5;17.94
160;30.1;22.80
161;25.4;17.12
162;30.0;22.82
163;30.3;17.44
164;26.7;16.82
165;26.6;17.20
166;30.0;19.58
167;26.2;17.18
168;26.9;17.94
169;27.1;17.26
170;30.0;18.18
171;29.0;17.92
172;30.2;19.54
173;29.7;23.34
174;30.1;28.08
175;30.0;38.04
176;29.7;26.26
177;29.9;17.40
178;29.6;29.80
179;30.1;18.68
180;30.1;28.76
181;28.6;17.00
182;24.6;17.04
183;27.2;17.24
184;30.1;19.54
185;22.1;17.58
186;26.3;17.18
187;30.1;19.58
188;26.0;17.14
189;29.7;26.64
190;30.1;19.06
191;22.8;16.78
192;18.2;16.62
193;20.3;16.76
194;22.7;16.90
195;30.0;18.14
196;25.3;17.12
197;29.8;17.48
198;30.1;29.50
199;26.1;17.20
200;25.2;16.86
201;27.9;17.22
202;22.5;16.92
203;30.1;29.50
204;27.2;17.24
205;26.1;17.90
206;26.2;17.16
207;25.6;17.14
208;22.6;16.90
209;28.2;17.30
210;29.7;26.34
211;25.5;17.14
212;23.8;18.42
213;27.5;17.28
214;30.1;18.18
215;30.0;18.84
216;20.6;16.76
217;23.8;17.00
218;24.2;17.74
219;27.6;26.18
220;25.4;17.74
221;30.0;29.50
222;30.1;28.80
223;30.2;17.42
224;30.1;18.88
225;27.9;17.96
226;30.1;18.14
227;24.4;17.06
228;25.0;16.78
229;28.9;17.36
230;27.9;18.00
231;30.1;18.18
232;30.0;19.92
233;25.0;17.08
234;25.2;17.12
235;26.3;17.18
236;30.0;19.64
237;30.1;19.12
238;30.1;18.14
239;30.1;20.30
240;29.7;17.42
241;30.1;20.30
242;25.8;21.10
243;30.1;19.62
244;30.0;29.52
245;26.4;18.50
246;30.1;20.00
247;30.1;18.08
248;28.6;17.36
249;30.1;20.24
250;25.1;17.80
251;26.6;17.20
252;30.1;20.24
253;30.2;18.86
254;30.2;20.00
255;27.7;17.88
256;30.0;18.88
257;24.2;17.04
258;23.7;16.98
259;30.0;29.52
260;27.1;17.26
261;27.7;17.96
262;21.6;16.80
263;26.2;17.10
264;28.7;17.04
265;28.1;17.36
266;25.0;17.10
267;30.1;29.50
268;28.6;18.06
269;24.5;17.08
270;30.0;18.18
271;30.1;18.82
272;30.0;27.26
273;30.0;19.36
274;27.6;17.26
275;30.1;19.56
276;23.6;17.00
277;30.1;19.58
278;30.1;18.18
279;22.3;18.26
280;22.1;17.52
281;30.0;29.36
282;27.0;17.72
283;30.1;18.86
284;30.1;29.52
285;24.3;17.06
286;26.5;17.20
287;30.0;29.10
288;30.1;28.74
289;29.0;16.46
