Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups;TimeToFirstHit;MaxAlerted;DashesUsed
1;120.1;35.22;0;8;160;21;21;10;7;15.5;4;13
2;61.1;5.65;1;7;130;7;7;6;3;48.4;5;4
3;54.7;3.74;1;6;120;7;6;1;6;21.0;4;4
4;105.1;20.13;1;7;140;17;17;6;8;36.3;3;10
5;56.0;2.52;1;8;160;6;5;3;1;11.1;4;5
6;40.5;0.25;1;5;100;5;5;4;1;25.8;3;3
7;75.9;9.55;1;7;130;11;11;2;5;27.1;3;5
8;120.2;34.92;0;8;160;23;21;7;10;37.5;2;11
9;81.9;11.84;1;7;130;15;13;5;4;42.8;3;6
10;71.8;7.74;1;7;130;10;9;2;2;18.2;3;5
11;63.7;6.53;1;7;140;10;8;5;3;26.5;2;7
12;79.9;10.64;1;6;120;11;10;3;4;29.1;3;5
13;61.0;5.65;1;5;100;9;7;5;4;52.5;5;3
14;119.2;24.33;1;8;160;23;19;5;9;20.7;2;10
15;57.5;5.64;1;7;130;10;8;4;4;36.5;4;3
16;69.0;9.02;1;8;160;11;10;4;9;52.4;3;4
17;103.9;20.92;1;8;160;22;18;4;11;26.6;3;7
18;56.1;5.34;1;7;130;12;8;1;5;32.7;3;5
19;73.6;10.71;1;9;180;16;11;8;4;30.2;3;7
20;51.5;3.45;1;5;100;8;7;2;5;24.7;3;5
21;120.0;34.97;0;3;60;21;20;8;10;48.3;2;6
22;120.1;33.51;0;9;180;20;17;8;7;59.2;4;8
23;36.2;-2.45;1;5;100;4;3;1;3;24.9;3;2
24;120.1;36.92;0;8;160;23;22;7;11;20.8;3;9
25;101.2;16.83;1;8;150;17;14;5;5;29.3;3;7
26;120.1;36.24;0;6;120;24;21;8;11;17.8;2;10
27;66.5;8.32;1;8;160;12;10;3;4;24.8;3;4
28;109.0;21.22;1;8;160;18;18;6;7;44.8;3;10
29;120.1;34.49;0;1;20;24;21;7;7;73.4;2;8
30;110.4;22.57;1;14;270;25;18;9;7;17.2;4;10
31;120.1;34.53;0;7;140;23;19;9;6;36.7;3;9
32;120.1;32.46;0;14;280;17;16;10;6;21.1;6;8
33;100.1;17.44;1;6;120;21;15;7;5;56.7;3;6
34;120.1;35.43;0;7;140;24;20;7;9;25.8;4;9
35;120.0;36.89;0;11;220;26;22;12;9;27.7;3;7
36;113.2;21.62;1;8;160;20;19;9;9;45.6;3;6
37;120.0;35.33;0;7;140;20;20;5;12;10.4;3;5
38;114.1;22.73;1;7;140;24;19;7;9;72.7;4;6
39;120.1;34.35;0;5;100;21;20;6;8;37.1;3;6
40;118.3;23.42;1;10;190;21;19;6;6;63.3;3;6
41;39.3;-0.85;1;5;100;6;4;2;1;24.3;3;2
42;120.1;34.17;0;3;60;20;20;3;8;78.6;2;4
43;120.1;36.89;0;11;220;23;21;9;11;18.6;2;6
44;78.3;10.64;1;6;120;12;10;4;5;33.5;4;3
45;120.1;35.10;0;0;0;24;21;8;11;-1.0;2;7
46;120.1;34.96;0;4;80;22;21;8;11;103.6;5;7
47;120.0;34.64;0;6;120;22;21;10;5;26.3;3;7
48;47.7;2.35;1;5;100;7;6;3;4;33.9;3;2
49;95.8;16.45;1;5;100;19;16;5;10;73.1;2;5
50;76.5;10.54;1;6;120;14;10;4;8;21.4;3;5
51;54.4;4.75;1;5;100;10;8;3;3;45.1;4;3
52;84.6;12.71;1;10;190;13;11;4;5;16.1;5;7
53;120.1;34.30;0;10;200;20;20;10;7;57.0;3;8
54;120.1;34.49;0;1;20;26;19;8;17;41.0;2;7
55;106.8;19.23;1;7;140;18;16;9;6;28.6;3;3
56;79.5;9.05;1;7;130;9;8;2;1;46.0;2;4
57;85.0;11.64;1;6;120;14;11;5;2;26.9;4;5
58;120.1;36.15;0;5;100;23;21;7;14;49.5;3;6
59;67.6;8.84;1;6;120;11;10;2;8;32.3;2;3
60;120.1;36.04;0;6;120;23;20;8;12;31.0;3;5
61;120.1;34.16;0;4;80;22;20;5;11;53.1;3;8
62;120.0;35.37;0;3;60;24;22;8;12;103.0;3;4
63;120.5;35.44;0;6;120;24;21;8;13;28.3;3;5
64;120.1;35.59;0;1;20;23;23;4;13;107.3;2;1
65;120.1;34.08;0;2;40;19;19;6;12;28.6;2;2
66;120.1;32.94;0;6;120;20;18;6;6;22.1;3;4
67;54.8;4.34;1;6;120;8;7;4;6;19.0;5;2
68;120.0;35.71;0;9;180;22;20;7;12;24.8;4;9
69;120.1;35.37;0;3;60;25;21;13;13;38.4;3;2
70;104.3;19.12;1;10;190;17;14;8;12;53.3;4;3
71;120.0;35.77;0;3;60;24;21;8;16;55.9;4;2
72;120.1;36.93;0;7;140;25;22;8;14;37.7;3;4
73;82.2;12.25;1;6;120;16;12;6;7;63.5;3;3
74;120.1;36.49;0;1;20;27;23;7;12;97.4;3;4
75;120.1;35.07;0;3;60;24;20;6;13;55.9;2;2
76;120.1;34.12;0;8;160;25;20;13;9;31.9;3;6
77;120.1;34.88;0;2;40;24;20;10;10;19.7;3;2
78;63.0;4.75;1;5;100;8;7;6;2;40.8;3;2
79;87.7;11.85;1;5;100;13;10;9;3;75.4;6;4
80;120.0;35.17;0;3;60;24;20;11;15;38.7;2;1
81;120.1;36.97;0;3;60;25;22;6;15;41.2;4;5
82;120.1;35.18;0;2;40;27;22;0;12;86.8;2;5
83;120.1;34.97;0;3;60;21;20;9;15;57.0;2;2
84;120.0;35.50;0;0;0;24;22;5;12;-1.0;2;3
85;120.2;36.44;0;6;120;22;21;6;19;27.7;3;5
86;120.1;35.78;0;2;40;23;23;2;9;89.4;2;4
87;120.0;35.66;0;4;80;20;20;10;12;15.5;2;5
88;120.1;35.58;0;2;40;26;21;12;14;43.2;3;6
89;110.3;20.85;1;5;100;22;18;2;16;84.9;2;6
90;67.9;8.53;1;7;140;12;10;4;4;29.5;3;1
91;120.1;34.88;0;2;40;22;19;7;14;33.3;3;0
92;120.1;35.16;0;4;80;27;20;10;11;86.3;3;5
93;120.1;33.78;0;13;260;20;17;10;14;30.0;4;6
94;120.0;34.06;0;4;80;21;20;6;6;33.3;3;3
95;120.0;35.95;0;6;120;23;21;12;15;22.5;4;3
96;99.6;18.54;1;6;120;20;16;9;10;30.5;3;4
97;120.1;35.39;0;1;20;23;20;9;19;119.8;2;2
98;120.0;33.96;0;4;80;26;20;12;10;20.0;3;3
99;120.1;32.04;0;6;120;23;22;6;10;14.4;2;4
100;120.1;32.91;0;10;200;22;18;9;9;48.0;4;4
101;120.2;31.51;0;9;180;20;16;9;4;16.9;4;9
102;80.5;11.42;1;8;160;16;11;3;9;39.4;4;5
103;75.9;9.25;1;5;100;12;11;1;6;25.2;3;4
104;120.1;34.67;0;3;60;29;21;16;7;12.2;3;10
105;120.0;35.42;0;8;160;24;20;11;15;31.4;3;5
106;120.1;35.86;0;4;80;26;22;9;12;33.9;4;7
107;120.1;34.58;0;2;40;22;20;8;10;11.2;3;3
108;120.1;34.78;0;2;40;22;20;6;14;27.3;3;1
109;120.1;35.68;0;3;60;23;22;9;16;54.6;3;4
110;120.2;33.49;0;1;20;20;19;8;12;62.9;4;4
111;120.0;33.29;0;1;20;20;20;4;10;73.4;2;1
112;120.1;34.39;0;1;20;24;21;10;13;79.4;2;2
113;88.3;13.84;1;6;120;15;14;8;5;54.2;4;3
114;120.0;35.09;0;1;20;23;21;10;17;119.0;3;1
115;120.0;33.20;0;0;0;20;19;10;11;-1.0;2;1
116;71.1;6.05;1;5;100;12;10;3;4;24.5;3;2
117;120.1;34.39;0;1;20;22;21;13;14;72.6;2;2
118;120.1;34.59;0;1;20;23;22;15;10;100.3;2;1
119;120.1;33.86;0;5;100;20;20;9;7;56.0;4;4
120;120.1;34.46;0;4;80;20;20;15;7;26.8;3;2
121;120.1;37.22;0;8;160;26;22;14;15;52.6;4;4
122;120.1;36.37;0;4;80;25;22;9;16;52.2;4;3
123;120.0;35.46;0;5;100;25;21;13;12;43.3;3;4
124;120.1;35.49;0;1;20;27;22;15;10;97.7;2;7
125;120.2;36.06;0;4;80;24;21;17;10;54.0;3;1
126;120.0;36.27;0;3;60;23;22;10;15;40.1;2;1
127;120.0;34.58;0;2;40;23;21;13;8;23.0;3;3
128;120.2;34.60;0;0;0;22;21;9;14;-1.0;2;2
129;95.7;14.04;1;7;130;13;11;9;6;75.2;4;6
130;120.0;34.27;0;3;60;23;21;3;11;73.7;4;1
131;120.0;35.28;0;2;40;21;20;9;12;54.6;3;0
132;120.0;35.36;0;4;80;23;22;4;12;77.6;3;3
133;120.0;34.93;0;7;140;24;19;6;13;19.9;3;4
134;120.1;35.48;0;2;40;22;21;14;15;49.6;2;0
135;92.8;15.15;1;5;100;15;14;5;7;50.4;2;2
136;120.1;35.57;0;3;60;24;22;14;13;39.7;3;0
137;87.0;13.75;1;5;100;17;14;2;5;75.1;4;3
138;120.1;35.88;0;2;40;24;22;7;14;97.3;3;1
139;120.0;36.55;0;5;100;27;22;11;16;42.0;3;3
140;120.0;35.83;0;7;140;23;20;8;19;42.5;6;5
141;120.1;33.19;0;1;20;21;20;12;12;116.8;2;0
142;120.1;34.37;0;3;60;22;19;10;12;13.0;3;6
143;75.8;9.25;1;5;100;11;10;1;3;40.1;3;4
144;120.0;36.46;0;4;80;25;22;9;11;28.1;3;5
145;120.1;35.78;0;2;40;22;21;12;13;48.3;4;1
146;82.0;11.25;1;5;100;15;11;5;7;38.4;4;2
147;120.0;35.86;0;4;80;22;20;10;16;25.2;3;3
148;120.1;35.97;0;3;60;22;21;9;15;23.7;3;4
149;120.0;35.08;0;2;40;23;21;5;14;51.4;3;2
150;120.1;35.40;0;0;0;25;22;10;17;-1.0;2;2
151;120.0;35.19;0;1;20;23;22;7;10;56.5;2;3
152;120.1;37.44;0;6;120;28;22;9;18;26.8;3;0
153;120.7;34.78;0;2;40;26;21;16;15;89.2;2;2
154;107.9;16.12;1;8;160;19;16;7;8;29.4;2;3
155;120.0;34.97;0;3;60;23;22;6;11;57.7;2;2
156;120.1;37.05;0;5;100;25;22;12;15;17.5;3;1
157;120.1;36.46;0;4;80;27;22;9;11;41.1;3;1
158;120.1;35.57;0;3;60;23;20;8;14;56.3;2;1
159;61.8;6.65;1;5;100;12;9;2;6;54.2;5;2
160;120.0;36.20;0;10;200;25;21;8;8;34.9;3;3
161;120.1;34.66;0;4;80;26;20;12;15;62.9;5;3
162;120.2;36.07;0;3;60;27;23;11;14;41.9;3;2
163;120.0;34.68;0;2;40;23;21;12;12;31.7;2;1
164;120.0;31.03;0;7;140;25;21;3;7;19.8;3;2
165;120.1;33.66;0;4;80;26;20;2;11;36.6;4;3
166;120.1;37.06;0;4;80;28;22;11;16;46.0;4;5
167;120.0;36.14;0;6;120;29;21;8;17;23.4;4;2
168;120.4;33.08;0;2;40;25;21;13;19;97.2;3;1
169;120.1;33.39;0;1;20;23;19;12;19;99.9;4;0
170;120.0;35.77;0;3;60;27;20;12;18;85.4;3;2
171;120.2;33.37;0;3;60;23;21;6;9;33.9;3;1
172;120.1;33.19;0;1;20;20;19;12;13;53.1;3;2
173;120.1;34.92;0;8;160;24;21;13;12;30.5;3;1
174;120.0;37.83;0;7;140;26;24;16;15;41.5;3;3
175;120.0;37.04;0;6;120;29;24;11;14;43.7;3;1
176;120.1;34.96;0;4;80;22;20;15;12;16.6;3;0
177;120.1;36.36;0;5;100;24;22;10;17;36.5;3;2
178;120.1;33.97;0;3;60;22;19;12;17;49.2;2;0
179;59.6;4.75;1;5;100;10;8;4;3;43.6;3;2
180;120.1;36.85;0;5;100;23;22;11;20;46.4;2;2
