Episode;SurvivalTime;TotalReward;Died;DamageEvents;DamageTaken;ShotsFired;Kills;HealthPickups;AmmoPickups
1;35.6;-6.28;1;4;100;2;2;1;1
2;44.0;-3.26;1;6;130;5;3;3;0
3;40.0;0.28;1;4;100;5;4;0;2
4;46.3;6.10;1;6;130;8;6;2;1
5;16.9;-9.52;1;4;100;2;1;1;0
6;21.7;-9.38;1;4;100;2;1;0;1
7;25.7;-12.24;1;4;100;2;0;1;2
8;62.2;3.64;1;6;130;6;5;3;4
9;25.7;-9.26;1;4;100;2;1;2;1
10;16.1;-12.52;1;4;100;1;0;1;1
11;51.1;-5.45;1;6;150;2;2;4;3
12;28.1;-9.20;1;4;100;3;1;0;1
13;31.9;-3.12;1;4;100;4;3;2;1
14;48.3;-2.66;1;4;100;6;3;3;0
15;106.8;16.69;1;9;205;11;9;5;6
16;36.4;3.01;1;7;160;6;5;3;0
17;51.6;3.30;1;6;130;5;5;1;2
18;53.6;-2.20;1;4;100;4;3;3;3
19;22.7;-9.38;1;4;100;1;1;0;2
20;65.8;3.34;1;7;160;6;5;3;3
21;29.9;-6.12;1;4;100;2;2;0;2
22;63.6;12.42;1;7;160;8;8;2;3
23;18.4;-12.50;1;4;100;2;0;0;0
24;40.4;-2.82;1;4;100;3;3;2;3
25;44.2;-2.93;1;5;125;4;3;2;2
26;42.0;-5.87;1;5;125;3;2;2;1
27;40.7;3.11;1;5;125;6;5;1;3
28;12.9;-9.60;1;4;100;2;1;0;0
29;18.9;-9.28;1;4;100;3;1;0;1
30;31.6;-8.88;1;4;100;3;1;1;1
31;51.7;0.42;1;7;155;4;4;4;0
32;22.6;-3.18;1;4;100;4;3;0;2
33;19.9;-12.42;1;4;100;2;0;0;1
34;19.1;-9.48;1;4;100;3;1;0;1
35;24.0;-9.32;1;4;100;2;1;1;0
36;21.2;-9.36;1;4;100;2;1;0;2
37;19.5;-12.20;1;4;100;1;0;1;2
38;24.9;-12.26;1;4;100;1;0;1;1
39;26.7;-6.48;1;6;130;3;2;1;1
40;37.1;-8.88;1;4;100;1;1;1;4
41;62.7;6.64;1;6;150;7;6;4;4
42;24.2;-9.26;1;4;100;2;1;2;1
43;53.5;2.95;1;7;175;7;5;3;1
44;54.7;1.23;1;6;130;4;4;1;2
45;16.6;-12.50;1;4;100;0;0;0;1
46;25.5;-9.26;1;4;100;2;1;1;0
47;57.3;3.96;1;4;100;5;5;1;4
48;28.5;-0.40;1;6;130;4;4;1;1
49;17.7;-12.46;1;4;100;3;0;1;0
50;15.5;-9.52;1;4;100;2;1;1;0
51;27.9;-0.18;1;4;100;4;4;0;1
52;25.2;-12.22;1;4;100;0;0;2;0
53;16.7;-12.48;1;4;100;1;0;2;0
54;14.7;-12.56;1;4;100;0;0;1;0
55;12.7;-12.66;1;4;100;0;0;0;1
56;29.4;-9.14;1;4;100;1;1;1;0
57;26.0;-6.22;1;4;100;2;2;2;1
58;13.1;-9.42;1;4;100;1;1;0;1
59;18.0;-6.46;1;4;100;2;2;0;1
60;120.1;27.38;0;4;100;10;8;8;4
61;78.6;1.15;1;5;125;6;4;9;2
62;21.8;-12.38;1;4;100;2;0;0;2
63;31.1;-9.06;1;4;100;1;1;3;0
64;53.9;1.00;1;4;100;5;4;0;4
65;34.3;-8.98;1;4;100;2;1;2;1
66;22.6;-9.34;1;4;100;2;1;0;2
67;64.1;0.65;1;7;155;5;4;3;2
68;23.8;-3.32;1;4;100;3;3;1;0
69;22.9;-9.30;1;4;100;1;1;0;1
70;28.3;0.18;1;4;100;5;4;0;3
71;39.0;-3.22;1;6;130;3;3;1;1
72;19.9;-6.42;1;4;100;3;2;0;1
73;26.8;-12.22;1;4;100;1;0;1;0
74;23.5;-6.30;1;4;100;4;2;0;0
75;17.1;-12.48;1;4;100;1;0;2;0
76;35.7;-8.88;1;4;100;2;1;2;0
77;22.0;-9.80;1;6;130;3;1;1;1
78;51.3;0.30;1;6;130;4;4;2;3
79;19.1;-9.48;1;4;100;1;1;1;0
80;36.4;-5.86;1;4;100;3;2;1;2
81;30.0;-12.10;1;4;100;0;0;1;3
82;38.7;0.63;1;6;130;4;4;2;2
83;28.4;-6.14;1;4;100;2;2;1;1
84;36.0;-2.98;1;4;100;3;3;2;1
85;22.8;-9.36;1;4;100;2;1;1;1
86;36.9;-5.66;1;4;100;3;2;0;5
87;29.0;-9.18;1;4;100;2;1;0;2
88;35.2;-5.92;1;4;100;2;2;1;1
89;42.7;-3.62;1;7;160;6;3;3;0
90;40.8;-5.78;1;4;100;2;2;3;2
91;45.8;0.09;1;5;125;5;4;2;1
92;24.1;-9.32;1;4;100;3;1;0;1
93;19.7;-6.42;1;4;100;2;2;1;0
94;18.7;-6.11;1;6;130;2;2;2;0
95;38.8;-0.76;1;7;160;5;4;3;0
96;22.6;-6.34;1;4;100;2;2;3;0
97;13.0;-9.42;1;4;100;1;1;0;1
98;40.3;-2.34;1;4;100;4;3;1;2
99;21.3;-6.22;1;4;100;3;2;1;1
100;21.8;-12.34;1;4;100;1;0;0;2
