Episode;SurvivalTime;TotalReward 
1;18.2;9.98
2;29.3;8.40
3;12.7;1.32
4;15.3;4.54
5;13.9;3.74
6;16.7;3.82
7;20.5;4.64
8;17.0;5.36
9;13.9;3.68
10;16.4;5.04
11;19.0;1.04
12;14.3;4.52
13;15.9;4.52
14;22.4;13.84
15;21.1;12.84
16;13.9;1.44
17;16.0;1.58
18;14.4;7.42
19;15.0;3.68
20;21.1;13.14
21;24.8;14.20
22;18.3;3.84
23;15.2;3.62
24;28.2;7.56
25;13.8;5.10
26;16.0;3.72
27;21.1;4.86
28;28.2;11.08
29;20.0;2.44
30;24.6;4.42
31;26.2;14.96
32;19.0;11.66
33;17.1;0.92
34;22.2;4.20
35;20.7;1.88
36;15.2;6.90
37;30.1;4.40
38;16.3;1.86
39;11.9;2.04
40;20.9;4.78
41;22.5;0.72
42;16.2;4.50
43;13.9;1.42
44;30.1;7.56
45;14.8;1.52
46;22.3;4.20
47;24.5;5.72
48;18.3;0.98
49;19.4;4.08
50;18.6;10.74
51;25.9;5.44
52;21.8;4.22
53;16.3;11.44
54;21.8;1.90
55;20.4;1.90
56;15.8;1.56
57;30.1;5.16
58;14.4;3.80
59;20.3;14.76
60;30.0;15.24
61;18.6;10.86
62;11.9;5.08
63;28.8;2.14
64;19.1;13.94
65;28.9;4.38
66;22.6;23.30
67;14.5;4.46
68;17.2;10.72
69;20.0;13.92
70;17.0;4.60
71;16.5;10.68
72;14.4;3.74
73;11.9;0.58
74;19.5;4.76
75;21.2;4.82
76;11.1;0.64
77;14.8;3.76
78;15.8;1.26
79;19.8;1.06
80;19.8;4.10
81;16.1;10.76
82;30.0;3.12
83;19.9;2.62
84;19.3;4.82
85;22.2;4.30
86;22.1;1.72
87;18.4;10.80
88;30.4;18.50
89;30.0;27.56
90;30.0;12.14
91;30.1;12.04
92;30.0;3.44
93;24.8;4.12
94;30.5;14.86
95;13.5;2.24
96;25.0;1.82
97;20.8;14.04
98;17.9;7.70
99;22.4;13.88
100;17.2;2.12
101;30.1;9.12
102;19.1;10.92
103;19.2;4.72
104;23.9;14.16
105;30.1;7.50
106;12.6;-0.86
107;22.5;1.30
108;16.5;0.42
109;16.3;5.42
110;21.2;7.96
111;18.2;9.98
112;28.2;13.56
113;23.0;14.04
114;21.0;16.94
115;26.8;7.50
116;15.8;3.90
117;16.6;11.40
118;17.5;10.68
119;20.1;13.00
120;18.4;0.92
121;15.8;-2.56
122;19.2;4.62
123;17.9;13.14
124;30.0;11.10
125;18.9;13.10
126;25.0;10.58
127;21.3;14.50
128;30.0;12.58
129;23.2;5.86
130;21.6;3.80
131;19.4;3.98
132;12.3;4.32
133;25.8;2.12
134;20.6;4.08
135;19.6;1.82
136;30.3;2.50
137;26.3;7.44
138;16.8;7.70
139;20.7;7.08
140;28.1;7.56
141;18.9;16.12
142;13.0;4.34
143;15.0;4.56
144;24.9;10.50
145;20.1;7.20
146;13.5;4.34
147;23.3;7.26
148;21.8;26.18
149;12.3;4.36
150;20.4;13.26
151;19.1;16.86
152;23.0;13.08
153;20.2;10.92
154;17.3;16.74
155;27.1;36.26
156;23.7;25.48
157;30.1;22.74
158;21.2;16.92
159;20.9;13.86
160;23.1;16.70
161;22.6;22.44
162;20.6;16.84
163;30.7;28.50
164;21.3;23.80
165;22.1;16.98
166;22.4;16.28
167;23.9;17.04
168;18.6;16.84
169;23.5;17.08
170;20.1;16.04
171;25.7;16.40
172;26.2;25.64
173;30.1;36.44
174;30.1;18.16
175;26.0;21.10
176;22.9;16.36
177;24.3;16.36
178;27.5;25.82
179;21.4;16.90
180;30.1;18.08
181;20.6;16.20
182;22.1;25.42
183;30.3;22.80
184;27.8;26.38
185;30.3;37.16
186;23.7;17.04
187;21.2;25.22
188;23.8;16.36
189;23.2;26.20
190;24.4;26.10
191;22.0;25.34
192;30.2;28.70
193;30.2;15.66
194;25.5;23.34
195;21.7;26.78
196;19.9;16.80
197;20.6;16.64
198;18.8;16.80
199;29.6;21.22
200;20.2;16.84
201;25.4;16.52
202;26.5;17.18
203;32.4;17.56
204;16.9;22.60
205;20.9;26.06
206;24.1;25.58
207;18.7;16.76
208;20.2;16.88
209;26.0;22.98
210;22.7;26.16
211;24.7;20.16
212;26.0;16.90
213;23.7;17.16
214;23.8;17.66
215;19.6;16.78
216;30.0;18.06
217;20.0;16.90
218;20.1;17.58
219;21.4;16.16
220;17.7;16.00
221;27.7;24.14
222;30.6;35.58
223;19.5;16.86
224;21.6;26.80
225;19.5;16.82
226;23.7;26.96
227;23.8;16.28
228;23.5;26.20
229;21.5;13.00
230;21.6;16.96
231;26.6;13.38
232;18.9;16.12
233;27.5;16.54
234;17.8;16.74
235;21.1;26.78
236;23.8;25.46
237;22.2;26.78
238;24.4;26.76
239;23.6;26.26
240;22.1;16.96
241;30.0;18.94
242;19.8;15.96
243;24.8;17.88
244;26.2;26.30
245;23.1;26.80
246;18.4;16.80
247;25.7;26.40
248;30.0;18.54
249;19.8;16.20
250;27.1;16.52
251;22.9;17.06
252;30.6;16.70
253;16.9;16.74
254;25.5;16.86
255;23.1;22.48
256;23.7;13.38
257;24.9;17.18
258;24.8;17.76
259;27.3;17.32
260;26.4;16.44
261;20.2;16.18
262;23.1;26.12
263;30.1;17.42
264;19.6;13.06
265;27.6;17.22
266;20.6;16.90
267;26.7;16.54
268;24.2;17.14
269;21.4;17.66
270;24.3;17.12
271;19.5;16.10
272;30.6;30.38
273;23.7;16.36
274;24.8;17.14
275;25.9;16.42
276;30.2;19.58
277;29.1;16.76
278;24.1;17.62
279;24.7;16.20
280;28.5;34.94
281;21.9;16.24
282;27.5;13.52
283;18.9;25.34
284;22.0;17.04
285;30.0;18.96
286;21.5;17.08
287;30.2;19.60
288;23.9;16.46
289;23.0;17.00
290;21.9;17.70
291;18.9;4.06
292;22.4;7.28
293;19.5;4.00
294;30.1;10.50
295;19.5;4.82
296;30.2;19.68
297;19.8;11.76
298;21.7;17.14
299;21.5;4.86
300;21.6;4.96
301;28.0;17.28
302;17.6;8.32
303;22.6;7.98
304;20.1;17.62
305;19.7;17.40
306;30.1;17.22
307;23.6;23.30
308;22.3;26.90
309;17.7;3.98
310;11.9;7.48
311;18.7;7.04
312;27.0;13.52
313;19.9;7.60
314;18.3;13.82
315;24.3;7.34
316;20.0;7.88
317;23.1;4.98
318;23.4;7.30
319;20.5;13.24
320;22.3;25.44
321;21.2;23.20
322;24.5;20.76
323;20.4;14.00
324;18.8;14.52
325;15.2;3.72
326;21.7;17.04
327;22.3;7.90
328;20.4;13.16
329;19.7;17.58
330;23.4;16.36
331;22.0;17.08
332;25.8;25.32
333;30.2;27.10
334;23.2;26.06
335;18.6;16.74
336;23.2;25.44
337;26.2;18.40
338;19.5;16.08
339;23.4;16.38
340;30.1;18.16
341;21.6;16.98
342;30.1;18.90
343;22.5;17.00
344;30.3;18.82
345;27.1;17.32
346;30.1;18.14
347;23.4;16.26
348;25.6;17.08
349;24.7;16.30
350;28.6;17.38
351;26.0;16.48
352;30.4;16.38
353;30.5;14.44
354;17.0;6.90
355;19.3;7.70
356;13.7;6.78
357;22.0;20.00
358;25.4;7.40
359;23.0;3.54
360;20.9;16.98
361;27.2;10.44
362;30.4;21.28
363;18.5;7.10
364;15.8;10.62
365;25.9;4.84
366;18.8;16.82
367;20.0;17.72
368;15.2;4.06
369;18.7;8.48
370;23.6;14.12
371;18.8;13.12
372;18.0;8.38
373;21.6;17.50
374;18.2;4.68
375;14.6;7.50
376;30.1;8.80
377;21.2;20.80
378;25.0;26.36
379;17.1;6.88
380;21.4;13.98
381;30.8;12.66
382;18.3;6.96
383;23.5;17.10
384;16.6;13.04
385;22.2;14.70
386;19.3;16.92
387;30.1;14.42
388;17.5;13.80
389;20.2;15.92
390;19.0;10.14
391;23.1;7.16
392;21.9;17.76
393;21.2;14.72
394;18.0;13.76
395;22.8;7.26
396;22.0;23.12
397;21.1;13.66
398;15.2;5.30
399;17.9;13.80
400;30.4;21.16
401;18.2;16.04
402;28.5;26.76
403;28.3;35.46
404;18.8;17.48
405;23.3;26.10
406;21.6;26.12
407;27.3;20.18
408;30.2;25.10
409;25.3;23.44
410;21.6;7.12
411;26.1;13.52
412;14.7;4.94
413;23.8;25.48
414;20.2;5.22
415;19.4;7.88
416;22.2;13.38
417;19.4;14.48
418;20.6;14.34
419;17.9;6.84
420;23.2;8.42
421;20.4;13.06
422;23.9;4.94
423;14.9;4.52
424;24.1;16.98
425;18.1;4.68
426;16.7;4.38
427;19.5;13.76
428;22.4;16.82
429;23.4;26.76
430;30.0;18.54
431;24.2;22.02
432;26.3;35.52
433;18.8;16.72
434;22.8;25.38
435;30.2;15.08
436;30.3;23.32
