Episode;SurvivalTime;TotalReward 
1;16.3;9.86
2;19.1;7.80
3;15.6;1.76
4;12.1;5.04
5;12.8;6.72
6;17.0;13.02
7;18.7;1.08
8;15.0;4.72
9;23.8;4.28
10;17.4;1.72
11;11.7;5.08
12;13.3;1.44
13;14.2;0.72
14;27.2;1.50
15;10.5;1.20
16;15.5;4.24
17;15.4;3.80
18;17.2;7.56
19;13.8;3.66
20;15.5;6.42
21;17.6;3.88
22;16.7;6.82
23;19.0;3.96
24;19.2;8.50
25;14.8;3.66
26;20.1;7.10
27;18.0;1.68
28;24.0;13.08
29;16.2;2.26
30;17.2;5.38
31;12.5;1.34
32;19.6;13.80
33;13.8;4.48
34;15.5;1.58
35;15.0;3.84
36;19.5;4.88
37;15.6;3.78
38;18.1;16.86
39;14.3;1.46
40;12.6;5.18
41;14.3;1.58
42;18.0;4.76
43;12.9;3.70
44;21.3;7.82
45;19.4;10.80
46;11.7;4.32
47;16.6;0.96
48;12.4;5.10
49;21.6;13.22
50;17.2;7.62
51;17.7;1.62
52;12.5;0.72
53;13.7;0.62
54;27.7;7.64
55;10.6;3.60
56;17.8;4.62
57;16.3;7.64
58;17.7;4.38
59;19.6;9.62
60;19.1;9.62
61;31.1;8.56
62;19.5;4.78
63;17.8;0.96
64;24.1;4.34
65;30.1;7.54
66;16.3;1.26
67;16.5;1.66
68;21.9;4.24
69;20.4;1.08
70;18.3;0.88
71;18.1;1.72
72;14.4;1.46
73;22.2;4.28
74;30.1;6.82
75;20.8;4.90
76;18.8;4.68
77;19.6;7.14
78;24.0;4.32
79;21.8;10.22
80;14.1;4.50
81;13.1;8.20
82;20.8;8.64
83;23.1;7.26
84;30.1;18.22
85;13.1;3.76
86;15.9;7.60
87;17.8;7.02
88;14.5;3.74
89;23.4;7.14
90;30.0;10.62
91;15.2;4.64
92;24.6;4.32
93;20.4;7.10
94;18.0;3.98
95;28.2;5.96
96;23.4;4.34
97;19.9;7.04
98;16.2;7.54
99;16.6;15.96
100;18.0;4.68
101;29.2;8.20
102;13.7;4.50
103;18.8;5.44
104;18.2;16.16
105;18.7;17.56
106;18.6;5.46
107;15.9;4.58
108;22.4;7.28
109;14.3;3.58
110;13.5;7.52
111;30.1;9.84
112;18.7;17.26
113;19.0;13.12
114;19.9;7.74
115;22.9;7.24
116;17.7;6.92
117;22.7;4.20
118;18.4;10.12
119;26.3;7.44
120;30.7;12.36
121;23.5;4.32
122;18.7;7.76
123;23.4;7.94
124;21.6;4.22
125;20.9;4.78
126;19.7;7.78
127;19.9;7.16
128;18.1;4.70
129;20.0;7.88
130;15.1;5.08
131;30.3;5.50
132;19.7;7.18
133;23.5;7.98
134;25.3;7.34
135;22.8;7.26
136;18.0;7.72
137;16.9;4.68
138;15.8;6.92
139;22.4;17.12
140;15.4;8.32
141;14.3;5.20
142;14.2;7.56
143;13.7;6.74
144;12.7;4.46
145;20.3;4.80
146;15.4;3.90
147;18.0;7.70
148;20.8;7.78
149;15.4;10.68
150;16.0;13.82
151;19.7;4.86
152;16.3;14.50
153;23.2;7.28
154;14.3;6.78
155;19.4;4.82
156;16.7;7.68
157;16.8;7.58
158;19.6;7.10
159;30.1;12.16
160;15.6;4.64
161;19.0;10.66
162;18.2;8.48
163;16.7;6.92
164;18.1;7.04
165;19.4;4.70
166;25.2;4.44
167;19.7;10.04
168;20.6;4.86
169;24.0;7.26
170;25.4;8.06
171;22.9;7.16
172;14.1;11.50
173;19.0;7.66
174;20.9;7.86
175;17.9;4.72
176;19.0;4.72
177;26.9;7.50
178;19.9;7.86
179;20.3;7.82
180;20.2;4.10
181;22.0;7.94
182;14.9;9.72
183;27.5;8.98
184;19.7;13.22
185;20.0;7.80
186;21.5;8.60
187;13.7;7.46
188;26.7;10.54
189;17.8;3.88
190;19.8;4.80
191;17.0;4.64
192;21.1;4.20
193;17.3;7.74
194;18.8;9.94
195;23.1;11.66
196;21.4;13.38
197;29.5;6.12
198;25.5;5.16
199;24.6;7.98
200;21.6;7.10
201;18.6;4.04
202;19.5;5.58
203;30.4;8.74
204;12.5;7.40
205;22.7;8.72
206;16.8;4.68
207;22.0;4.92
208;12.9;3.74
209;16.8;6.80
210;14.4;3.74
211;12.7;8.14
212;19.8;4.02
213;14.9;6.82
214;25.1;10.30
215;16.6;4.66
216;18.1;7.70
217;13.9;7.42
218;26.1;7.50
219;18.0;3.96
220;21.7;7.92
221;30.1;10.52
222;17.4;7.04
223;18.0;3.96
224;21.6;8.56
225;21.9;13.30
226;21.1;7.96
227;18.4;4.72
228;16.5;4.70
229;22.0;5.62
230;19.4;7.12
231;21.5;4.82
232;25.6;3.92
233;12.8;4.32
234;30.1;9.10
235;16.5;6.82
236;30.3;9.78
237;21.7;8.02
238;22.9;7.28
239;30.2;9.96
240;18.7;7.74
241;21.4;8.50
242;18.5;6.96
243;28.6;20.34
244;19.1;7.74
245;19.8;7.84
246;17.8;7.62
247;24.4;16.46
248;24.3;8.86
249;21.8;4.92
250;19.8;8.62
251;16.7;3.86
252;23.1;8.00
253;24.8;8.04
254;24.3;4.50
255;15.7;7.64
256;19.3;4.88
257;22.9;7.94
258;17.1;8.38
259;20.3;7.90
260;30.4;8.32
261;16.5;4.58
262;14.7;4.52
263;19.2;7.74
264;22.1;7.24
265;19.5;7.80
266;21.2;16.40
267;19.4;10.14
268;30.0;9.86
269;16.5;13.80
270;17.9;16.08
271;16.7;4.58
272;20.2;16.16
273;22.7;4.94
274;12.8;4.48
275;17.1;8.04
276;13.7;5.14
277;17.6;7.50
278;19.8;10.16
279;11.9;4.32
280;13.9;7.54
281;22.5;20.82
282;22.6;4.22
283;18.3;7.74
284;12.9;4.54
285;17.3;11.44
286;23.4;5.02
287;14.6;5.26
288;13.3;4.46
289;15.1;6.82
290;12.9;7.36
291;12.8;3.70
292;19.6;4.64
293;16.4;4.72
294;16.9;4.66
295;24.0;7.02
296;19.7;3.84
297;16.6;13.66
298;12.5;4.46
299;22.2;7.12
300;16.5;7.60
301;30.0;15.20
302;18.3;16.80
303;14.7;7.42
304;15.2;8.22
305;18.9;16.84
306;15.2;13.68
307;12.9;4.42
308;15.8;7.46
309;14.8;8.14
310;20.1;7.80
311;15.1;13.70
312;18.9;14.48
313;17.7;7.64
314;19.1;16.76
315;15.1;16.58
316;12.4;4.32
317;15.9;16.66
318;18.4;16.82
319;11.6;4.32
320;22.4;14.00
321;19.8;7.76
322;15.2;6.78
323;13.2;7.38
324;22.5;4.14
325;18.5;13.92
326;30.1;18.16
327;13.3;7.48
328;17.6;14.48
329;22.4;11.02
330;14.3;10.56
331;16.7;13.66
332;20.8;13.24
333;13.6;5.12
334;17.7;16.78
335;18.7;3.94
336;15.2;8.28
337;17.7;4.64
338;18.4;16.06
339;15.7;7.52
340;21.4;7.20
341;18.8;16.90
342;18.6;16.06
343;17.6;9.84
344;15.8;11.30
345;18.5;13.08
346;15.7;7.48
347;14.8;7.56
348;13.6;6.70
349;14.5;6.74
350;15.5;7.48
351;15.2;3.58
352;14.1;4.44
353;14.3;8.16
354;26.8;14.20
355;17.7;4.42
356;17.9;13.82
357;20.3;19.86
358;15.7;7.54
359;18.1;16.16
360;19.6;6.90
361;18.5;13.70
362;15.1;4.46
363;13.7;5.20
364;20.1;7.02
365;12.1;4.34
366;21.3;10.40
367;13.7;7.44
368;14.9;5.24
369;18.5;8.38
370;15.5;4.50
371;22.9;7.24
372;16.7;10.52
373;17.5;3.84
374;23.1;4.98
375;30.1;7.54
376;18.1;4.80
377;29.4;5.38
378;23.6;8.68
379;30.1;27.96
380;27.9;25.74
381;25.3;16.42
382;29.6;17.28
383;21.4;16.80
384;20.9;16.78
385;23.2;17.64
386;26.6;16.50
387;25.9;16.50
388;15.9;16.66
389;25.1;17.84
390;27.5;17.14
391;20.2;16.86
392;24.4;16.28
393;17.8;15.96
394;16.1;16.58
395;22.8;16.24
396;30.0;18.82
397;22.1;16.22
398;23.3;16.78
399;19.0;17.48
400;22.0;16.22
401;22.2;16.90
402;27.4;17.88
403;25.9;17.16
404;20.2;16.76
405;22.4;16.94
406;21.0;16.22
407;23.9;17.00
408;23.1;17.00
409;18.2;16.70
410;18.2;16.08
411;29.2;26.40
412;16.1;16.70
413;19.8;16.12
414;16.9;15.86
415;15.7;6.86
416;13.2;3.68
417;18.4;4.62
418;18.9;4.00
419;14.7;6.70
420;17.9;7.64
421;19.1;9.94
422;22.5;4.94
423;22.1;4.14
424;30.0;7.58
425;19.8;4.80
426;17.0;6.98
427;25.3;7.70
428;20.8;10.70
429;29.2;4.68
430;18.2;7.00
431;30.1;14.48
432;16.1;7.58
433;16.3;11.22
434;19.8;8.48
435;19.0;3.98
436;23.8;7.98
437;21.5;4.16
438;21.5;4.86
439;30.4;11.54
440;21.8;4.26
441;20.1;7.08
442;30.3;5.88
443;18.4;7.00
444;20.2;4.72
445;17.9;6.80
446;21.4;4.84
447;16.7;3.86
448;17.0;7.68
449;22.5;4.90
450;30.1;9.04
451;18.6;3.98
452;20.7;7.78
453;30.0;6.06
454;19.5;16.20
455;25.6;11.04
456;25.3;5.12
457;17.5;4.66
458;26.2;8.12
459;20.4;4.78
460;19.4;5.48
461;18.6;5.48
462;18.2;7.72
463;29.5;13.64
464;19.8;7.70
465;13.8;5.18
466;23.2;7.30
467;18.2;4.00
468;13.7;4.38
469;18.3;7.00
470;16.2;10.54
471;21.9;4.86
472;18.9;4.78
473;20.2;4.74
474;23.7;4.36
475;22.0;4.94
476;24.0;7.30
477;19.4;13.08
478;12.3;6.72
479;18.8;6.94
480;30.0;5.96
481;30.6;6.14
482;23.6;8.00
483;17.2;3.92
484;22.9;7.32
485;23.4;8.00
486;23.4;8.70
487;22.7;5.62
488;23.2;4.94
489;30.1;9.80
490;21.0;4.82
491;13.5;4.32
492;30.1;7.70
493;15.3;4.44
494;21.5;4.14
495;16.2;6.84
496;19.4;9.98
497;14.6;6.96
498;18.9;7.06
499;30.1;10.48
500;28.5;8.46
501;22.2;4.88
502;28.8;8.94
503;17.8;3.98
504;20.0;7.08
505;17.3;3.94
506;14.3;7.56
507;15.8;8.24
508;17.1;7.70
509;27.0;4.52
510;23.5;4.90
511;22.7;4.92
512;19.3;4.82
513;25.0;13.40
514;23.1;5.00
515;18.5;7.68
516;17.3;8.34
517;22.1;4.84
518;17.0;4.62
519;15.5;7.52
520;11.3;4.30
521;29.3;7.58
522;17.5;7.56
523;29.9;4.70
524;20.6;4.10
525;28.5;17.40
526;26.6;8.12
527;15.5;7.54
528;24.9;7.30
529;27.0;11.14
530;14.8;5.24
531;21.3;7.90
532;16.1;8.16
533;18.2;4.02
534;15.1;6.90
535;17.8;4.00
536;17.8;8.34
537;16.2;3.82
538;24.0;7.24
539;22.5;7.16
540;19.1;4.70
541;19.3;8.42
542;17.7;7.66
543;14.6;4.48
544;16.8;3.90
545;14.8;4.54
546;15.7;6.78
547;16.1;3.94
548;18.1;4.64
549;14.5;6.68
550;19.1;3.94
551;15.4;6.80
552;18.1;16.10
553;16.4;7.34
554;17.3;4.66
555;19.1;7.68
556;18.6;16.92
557;14.3;7.36
558;17.2;6.84
559;19.3;4.76
560;14.6;4.58
561;17.6;7.48
562;19.6;10.08
563;17.6;8.10
564;15.8;4.46
565;16.4;10.16
566;20.9;3.96
567;16.8;10.54
568;27.5;8.14
569;18.2;7.00
570;13.8;5.18
571;19.5;4.04
572;15.8;3.82
573;20.3;7.90
574;19.7;7.06
575;20.3;4.70
576;30.9;5.38
577;25.1;7.32
578;18.1;7.64
579;30.1;18.24
580;11.7;5.08
581;21.8;4.16
582;21.6;10.86
583;20.0;7.04
584;20.9;4.08
585;30.1;7.56
586;21.8;7.98
587;22.4;10.86
588;18.7;7.76
589;23.6;4.94
590;30.1;6.12
591;29.4;5.44
592;17.4;4.64
593;17.2;7.58
594;24.3;8.00
595;22.9;7.98
596;20.8;7.84
597;17.9;5.44
598;18.9;7.72
599;24.7;8.06
600;15.4;4.48
601;22.0;7.18
602;17.9;6.96
603;30.4;8.28
604;12.8;8.22
605;13.3;7.44
606;18.3;6.96
607;17.8;4.66
608;18.1;7.02
609;19.4;7.76
610;19.1;5.34
611;18.5;4.06
612;17.8;7.60
613;23.9;7.96
614;17.4;4.66
615;15.0;4.56
616;19.0;8.52
617;20.6;7.88
618;20.4;4.14
619;17.1;7.68
620;18.7;4.70
621;30.2;5.98
622;24.0;13.48
623;22.4;7.90
624;24.1;4.96
625;18.4;3.92
626;17.9;9.94
627;30.1;9.08
628;21.3;7.14
629;14.7;7.52
630;24.3;5.06
631;23.9;4.22
632;16.4;7.60
633;24.0;7.34
634;22.0;7.18
635;17.8;7.54
636;25.4;8.28
637;18.3;7.02
638;15.7;4.58
639;21.9;4.94
640;17.9;7.00
641;20.4;6.98
642;25.3;5.14
643;20.1;7.76
644;18.6;4.72
645;18.0;4.00
646;15.1;7.54
647;19.3;6.96
648;30.0;9.80
649;20.7;7.86
650;22.9;7.92
651;21.1;5.54
652;24.8;5.12
653;22.6;7.94
654;17.1;6.82
655;20.6;8.58
656;25.5;8.02
657;26.5;4.40
658;23.6;7.34
659;22.3;4.28
660;18.5;7.00
661;18.2;4.68
662;17.5;3.88
663;19.5;4.06
664;13.0;7.40
665;26.8;4.42
666;18.4;5.38
667;17.5;13.82
668;21.0;7.04
669;16.6;5.38
670;26.6;8.20
671;19.9;7.80
672;19.9;7.06
673;19.1;4.06
674;21.0;10.82
675;21.3;7.14
676;28.5;14.38
677;24.9;17.18
678;21.0;4.84
679;26.0;16.52
680;16.6;8.40
681;30.0;10.58
682;27.7;18.08
683;17.8;5.48
684;23.2;10.92
685;21.2;8.52
686;21.2;7.08
687;30.1;11.96
688;28.7;7.22
689;23.5;5.04
690;19.7;16.94
691;22.9;4.92
692;23.7;8.06
693;20.1;4.78
694;23.0;4.92
695;24.4;4.28
696;30.2;8.88
697;17.6;5.40
698;22.0;4.28
699;16.8;6.86
700;18.5;5.44
701;19.7;4.76
702;23.6;8.02
703;29.4;8.40
704;22.9;8.00
705;21.0;4.78
706;28.0;8.36
707;20.0;7.70
708;17.9;8.34
709;22.5;7.90
710;19.4;4.74
711;24.7;14.94
712;23.0;17.04
713;24.4;11.70
714;28.4;8.24
715;18.7;7.64
716;24.3;4.40
717;24.7;8.12
718;19.0;7.72
719;25.9;4.38
720;16.7;3.90
721;20.7;10.76
722;24.6;5.78
723;26.0;4.42
724;19.1;4.68
725;21.2;4.86
726;19.3;4.04
727;24.4;10.26
728;28.4;7.56
729;23.5;5.02
730;30.0;7.64
731;24.6;8.18
732;21.9;7.86
733;19.6;7.00
734;23.2;7.94
735;30.1;5.34
736;24.7;13.58
737;30.1;10.58
738;18.4;4.82
739;18.6;4.72
740;30.1;9.80
741;23.9;7.34
742;23.8;17.18
743;28.5;4.48
744;24.5;4.38
745;27.0;4.52
746;30.0;8.38
747;22.7;13.40
748;13.6;8.16
749;27.7;16.64
750;20.7;4.80
751;21.8;17.04
752;27.8;14.42
753;30.1;17.32
754;23.0;7.18
755;21.0;4.86
756;21.1;7.08
757;17.6;3.98
758;21.6;16.34
759;21.3;10.92
760;21.2;7.88
761;22.0;7.88
762;18.2;14.54
763;20.9;7.80
764;12.5;4.26
765;30.5;21.18
766;21.4;8.58
767;15.9;4.60
768;22.9;7.96
769;17.3;6.94
770;15.4;6.76
771;22.2;10.92
772;18.4;3.90
773;17.6;4.32
774;16.4;4.64
775;19.2;13.24
776;19.2;19.54
777;18.4;9.46
778;17.1;16.00
779;15.9;9.80
780;14.3;6.70
781;16.6;7.54
782;13.3;7.34
783;15.1;5.26
784;13.7;7.44
785;14.9;3.84
786;15.6;7.54
787;16.5;4.22
788;20.7;4.10
789;15.4;7.50
790;22.1;7.88
791;30.0;6.80
792;17.1;7.70
793;22.0;4.86
794;30.1;7.50
795;11.8;4.36
796;21.3;7.74
797;18.5;19.72
798;16.4;3.92
799;18.0;4.02
800;18.7;3.96
