Episode;SurvivalTime;TotalReward 
25;19.4;2.54
50;30.0;14.54
75;18.5;3.32
100;30.1;6.38
125;28.0;4.26
150;18.0;3.00
175;21.8;3.22
200;30.1;15.06
225;23.2;4.04
250;29.7;4.32
275;21.6;3.92
300;30.0;23.36
325;21.6;3.22
350;30.2;13.62
375;30.2;14.38
400;30.1;17.36
425;26.5;4.98
450;30.0;16.40
475;21.5;3.24
500;29.0;4.44
525;30.0;22.82
550;26.4;3.62
575;23.4;11.00
600;17.7;2.96
625;30.1;14.30
650;29.9;11.36
675;30.1;16.52
700;30.0;5.56
725;30.1;16.84
750;25.1;3.68
775;23.1;4.04
800;30.5;22.24
