Episode,SurvivalTime,TotalReward
25,28.0,1.42
50,30.2,3.65
75,30.4,2.75
100,30.1,5.68
125,30.3,6.87
150,30.3,6.75
175,30.5,5.42
200,30.1,5.79
225,30.3,5.53
250,30.1,8.05
275,30.2,5.83
300,30.3,6.80
325,30.4,6.84
350,30.3,4.74
375,30.3,5.70
400,29.8,3.51
425,30.2,5.99
450,30.2,5.84
475,30.0,8.01
500,30.1,5.91
