Episode;SurvivalTime;TotalReward 
25;17.5;13.86
50;21.3;15.92
75;21.1;4.86
100;30.3;11.26
125;24.3;16.98
150;16.7;3.96
175;32.0;18.40
200;30.2;19.36
225;21.2;17.52
250;26.5;16.38
275;28.2;19.94
300;21.9;16.18
325;30.2;17.92
350;30.3;17.94
375;30.3;21.86
400;30.6;17.24
425;30.0;18.08
450;20.1;5.32
475;30.1;17.92
500;30.2;18.66
525;24.7;16.24
550;30.5;18.66
575;26.9;17.12
600;30.4;26.44
625;30.1;19.38
650;29.6;17.94
675;30.1;19.16
700;30.0;27.14
725;30.2;17.24
750;18.1;7.70
775;28.2;16.46
800;21.7;7.12
