Episode;SurvivalTime;TotalReward 
25;30.5;19.38
50;17.7;5.38
75;26.5;25.54
100;30.1;17.96
125;26.2;16.36
150;23.7;16.24
175;30.1;14.96
200;30.2;17.94
225;30.1;27.80
250;30.1;27.00
275;30.0;18.66
300;30.2;14.96
325;30.3;33.38
350;18.9;5.28
375;30.4;27.14
400;30.7;18.86
425;28.3;17.68
450;30.4;19.30
475;29.6;26.42
500;30.3;37.72
525;30.4;19.34
550;30.3;21.86
575;24.9;5.02
600;30.3;27.14
625;30.1;19.38
650;26.6;16.38
675;23.4;16.94
700;28.8;38.72
725;30.5;17.98
750;27.9;17.66
775;30.3;17.48
800;24.6;5.70
