Episode;SurvivalTime;TotalReward 
25;11.5;-2.26
50;30.1;16.62
75;30.1;16.58
100;30.1;13.74
125;30.4;10.20
150;30.1;10.62
175;30.2;16.82
200;30.2;7.20
225;30.2;9.18
250;30.0;7.44
275;30.0;16.62
300;30.4;16.64
325;30.4;16.86
350;30.2;16.66
375;30.0;17.00
400;30.4;16.86
425;30.1;13.60
450;27.7;4.30
475;30.0;16.58
500;30.3;16.34
525;30.2;16.62
550;30.2;13.62
575;30.3;16.64
600;30.2;13.30
625;30.2;12.88
650;30.1;8.98
675;30.1;16.64
700;30.3;5.28
725;30.3;6.72
750;30.0;16.82
775;30.5;16.44
800;17.4;-2.02
