Episode;SurvivalTime;TotalReward 
25;24.9;4.08
50;22.9;7.22
75;24.0;4.98
100;30.3;18.66
125;30.4;4.54
150;30.1;27.76
175;26.4;13.36
200;30.1;28.68
225;30.0;27.58
250;24.3;13.26
275;21.0;7.80
300;30.4;17.26
325;30.3;28.52
350;26.1;16.32
375;30.4;19.12
400;28.8;24.06
425;30.3;19.34
450;30.2;22.56
475;30.2;17.24
500;24.0;16.26
525;25.2;17.02
550;26.9;17.10
575;27.0;17.12
600;30.1;35.56
625;28.7;26.82
650;23.1;16.92
675;27.9;16.42
700;26.2;16.38
725;21.9;16.16
750;24.1;13.50
775;22.5;7.22
800;22.6;16.88
